Time (msec),A/F Sensor #1 (AFR),Accelerator Pedal Angle (%),Boost Error* (psi),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Fine Learning Knock Correction (degrees),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Learned Ignition Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary WGDC Maximum (1-byte)** (%),Primary Wastegate Duty Cycle (%),Primary Wastegate Duty Maximum* (4-byte)* (%),Requested Torque* (raw ecu value),Target Boost Relative (4-byte)* (psi relative),Throttle Opening Angle (%),Tip-in Enrichment (Last Calculated)* (raw ecu value),Tip-in Throttle* (%),Manifold Absolute Pressure (2-byte)** (bar absolute),Manifold Absolute Pressure (4-byte)* (psi absolute),Manifold Relative Pressure (4-byte)* (psi relative),Manifold Relative Sea Level Pressure (2-byte)** (bar relative sea level),Map Ratio (Primary)* (multiplier)
534936,13.90,17.25,5.08,8,0.81,2817,0.00,0.00,0.8155,4.61,1.0000,35.12,36.00,25,18,1,2,3,6,1.00,14.65,-7.11,38.85,2.34,62.75,53.73,62.938,167.55,4.23,21.18,14,0.122,1.009,14.62,-0.83,-0.004,1.000
535114,14.01,18.04,6.12,8,0.82,2851,0.00,0.00,0.8295,4.61,1.0000,35.14,36.00,25,20,1,2,3,6,1.00,14.65,-7.11,40.81,2.38,62.75,54.90,62.940,179.94,5.30,22.35,14,0.122,1.009,14.64,-0.83,-0.004,1.000
535293,14.59,18.82,6.48,8,0.86,2847,0.00,0.00,0.8230,4.61,1.0000,34.86,36.50,26,23,1,2,3,6,1.50,14.65,-7.11,40.39,2.36,63.14,63.14,62.943,183.17,5.39,23.14,14,0.000,1.009,14.64,-0.83,-0.004,1.000
535473,14.47,19.22,7.03,8,0.86,2874,0.00,0.00,0.8210,4.86,1.0000,34.41,36.00,26,25,1,2,3,6,1.50,14.65,-7.11,42.08,2.40,63.14,63.14,62.944,189.31,6.19,23.14,14,0.122,1.009,14.63,-0.84,-0.004,1.000
535651,14.36,19.61,7.99,8,0.88,2858,0.00,0.00,0.8080,4.86,1.0000,33.44,35.00,26,27,1,2,3,6,1.50,14.65,-7.11,42.08,2.40,63.14,63.14,62.944,198.87,7.17,23.53,14,0.000,1.009,14.64,-0.83,-0.004,1.000
535830,14.47,20.00,8.51,8,0.89,2890,0.00,0.00,0.8145,4.86,1.0000,32.82,34.50,26,28,1,2,3,6,1.50,14.65,-7.11,43.35,2.42,63.14,63.14,62.946,208.58,7.68,23.92,14,0.000,1.009,14.63,-0.83,-0.004,1.000
536009,14.59,21.18,8.76,8,0.90,2882,0.00,0.00,0.8135,5.12,1.0000,31.43,33.00,26,28,1,2,3,6,1.50,14.65,-7.11,45.97,2.46,63.14,63.14,62.946,218.13,7.92,24.71,14,0.122,1.009,14.64,-0.83,-0.004,1.000
536188,14.59,21.96,8.95,8,0.93,2892,0.00,0.00,0.8160,5.12,1.0000,29.90,31.50,26,26,1,2,3,6,1.50,14.65,-7.11,45.35,2.46,63.14,63.14,62.946,218.07,8.01,25.10,14,0.000,1.009,14.64,-0.85,-0.004,1.000
536367,14.36,21.57,9.35,8,0.93,2924,0.00,0.00,0.8155,5.12,1.0000,29.99,31.50,26,25,1,2,3,6,1.50,14.65,-7.11,44.42,2.44,63.14,63.14,62.946,214.67,8.52,25.10,14,-0.122,1.009,14.64,-0.83,-0.004,1.000
536546,14.36,21.57,9.48,8,0.92,2922,0.00,0.00,0.8300,5.12,1.0000,30.45,32.00,26,24,1,2,3,6,1.50,14.65,-7.11,45.66,2.46,63.14,63.14,62.934,221.01,8.65,24.71,14,0.000,1.009,14.64,-0.84,-0.004,1.000
536725,14.59,22.35,9.84,8,0.93,2933,0.00,0.00,0.8230,5.12,1.0000,29.24,31.00,26,23,1,2,3,6,1.50,14.65,-7.11,47.06,2.48,62.75,63.14,62.939,230.77,9.01,25.49,14,0.000,1.009,14.64,-0.83,-0.004,1.000
536904,14.59,22.75,10.50,8,0.95,2950,0.00,0.00,0.8305,5.38,1.0000,28.23,30.00,25,22,1,2,3,6,1.50,14.65,-7.11,47.36,2.48,62.75,63.14,62.941,233.94,9.66,25.88,14,0.000,1.009,14.64,-0.83,-0.004,1.000
537083,14.36,22.75,10.46,8,0.96,2984,0.00,0.00,0.8275,5.38,1.0000,28.26,30.00,26,24,1,2,3,6,1.50,14.65,-7.11,47.67,2.48,63.14,63.14,62.932,240.39,9.52,25.88,14,0.000,1.009,14.63,-0.83,-0.004,1.000
537262,14.36,23.53,11.09,8,0.95,2992,0.00,0.00,0.8255,5.38,1.0000,27.94,29.50,25,24,1,2,3,6,1.50,14.65,-7.11,48.60,2.50,62.75,63.14,62.936,240.31,10.25,26.27,14,0.000,1.009,14.64,-0.83,-0.004,1.000
537441,14.59,23.14,10.68,8,0.96,3008,0.00,0.00,0.8450,5.38,1.0000,27.66,29.00,25,26,1,2,3,6,1.50,14.65,-7.11,47.98,2.50,62.75,63.14,62.938,223.96,9.86,26.67,14,-0.122,1.009,14.63,-0.83,-0.004,1.000
537620,14.36,21.18,10.06,8,0.94,3024,0.00,0.00,0.8080,5.38,1.0000,29.78,30.50,25,26,1,2,3,6,1.00,14.65,-7.11,43.95,2.42,62.75,63.14,62.930,197.73,9.23,25.10,14,0.000,1.009,14.64,-0.84,-0.004,1.000
537799,14.24,19.22,8.01,8,0.90,3042,0.00,0.00,0.8130,5.12,1.0000,32.75,33.00,25,27,1,2,3,6,0.50,14.65,-7.11,41.37,2.38,62.75,63.14,62.922,142.64,7.18,23.92,14,-0.122,1.009,14.64,-0.83,-0.004,1.000
537978,14.36,11.76,2.83,8,0.80,3038,0.00,0.00,0.8150,4.86,1.0000,35.25,35.00,25,26,1,2,3,6,0.00,14.65,-7.11,19.85,1.90,62.75,53.73,62.924,39.25,2.61,18.82,14,-1.221,1.009,14.64,-0.83,-0.004,1.000
538156,12.86,1.18,2.98,8,0.48,3044,0.00,0.00,0.8025,3.07,1.0000,40.97,40.00,24,26,1,2,3,6,0.00,14.65,-7.11,16.04,1.78,62.75,53.73,62.930,27.44,2.15,12.55,14,-0.122,1.009,14.63,-0.83,-0.004,1.000
538335,14.01,0.00,2.14,8,0.34,3039,0.00,0.00,0.8105,2.30,1.0000,32.34,34.00,11,24,1,2,3,6,0.00,14.65,-7.11,12.29,1.64,62.75,0.00,62.934,15.85,1.30,10.98,14,0.000,1.009,14.64,-0.83,-0.004,1.000
538514,16.08,0.00,2.02,8,0.26,3031,0.00,0.00,0.8205,2.05,1.0000,26.87,28.00,2,22,1,2,3,6,0.00,14.65,-7.11,10.16,1.56,62.75,0.00,62.939,3.59,1.18,9.41,14,0.000,1.009,14.63,-0.83,-0.004,1.000
538693,16.19,0.00,2.07,10,0.21,3062,0.00,0.00,0.8180,0.00,1.0000,23.95,24.00,2,16,1,2,3,6,0.00,14.65,-7.11,9.86,1.46,62.75,0.00,62.941,0.00,1.24,7.45,14,-0.122,1.009,14.64,-0.81,-0.004,1.000
538872,19.18,0.00,1.49,10,0.16,3051,0.00,0.00,0.8355,0.00,1.0000,23.95,24.00,3,2,1,2,3,6,0.00,14.65,-7.11,7.77,1.46,63.14,0.00,62.955,0.00,0.34,6.67,14,0.000,1.009,14.64,-0.84,-0.004,1.000
539051,20.33,0.00,1.37,10,0.15,3033,0.00,0.00,0.8090,0.00,1.0000,23.95,24.00,2,2,1,2,3,6,0.00,14.65,-7.11,8.12,1.46,63.14,0.00,62.964,0.00,0.55,7.06,14,0.000,1.009,14.66,-0.83,-0.004,1.000
539231,20.33,0.00,1.05,10,0.16,3010,0.00,0.00,0.8037,0.00,1.0000,23.95,24.00,2,2,1,2,3,6,0.00,14.65,-7.11,8.03,1.46,63.14,0.00,62.972,0.00,0.23,7.06,14,0.000,1.009,14.64,-0.83,-0.004,1.000
539411,20.33,0.00,1.21,10,0.16,2996,0.00,0.00,0.8067,0.00,1.0000,23.95,24.00,2,1,1,2,3,6,0.00,14.65,-7.11,7.90,1.46,63.14,0.00,63.001,0.00,0.39,7.06,14,0.000,1.009,14.64,-0.83,-0.004,1.000
539589,20.33,0.00,0.61,10,0.16,2988,0.00,0.00,0.8090,0.00,1.0000,23.95,24.00,2,2,1,2,3,6,0.00,14.65,-7.11,8.07,1.46,63.14,0.00,63.010,0.00,-0.22,7.06,14,0.000,1.009,14.64,-0.83,-0.004,1.000
539768,20.33,0.00,0.69,10,0.16,2976,0.00,0.00,0.8010,0.00,1.0000,23.95,24.00,2,1,1,2,3,6,0.00,14.65,-7.11,7.99,1.46,63.14,0.00,63.034,0.00,0.06,7.06,14,0.000,1.009,14.64,-0.83,-0.004,1.000
539947,20.33,0.00,0.32,10,0.16,2948,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,2,2,1,2,3,6,0.00,14.65,-7.11,7.99,1.46,63.14,0.00,63.047,0.00,-0.50,7.06,14,0.000,1.009,14.64,-0.83,-0.004,1.000
540126,20.33,0.00,0.49,10,0.16,2934,0.00,0.00,0.8498,0.00,1.0000,23.95,24.00,2,2,1,2,3,6,0.00,14.65,-7.11,7.90,1.46,63.14,0.00,63.056,0.00,-0.34,7.06,14,-0.122,1.011,14.64,-0.83,-0.003,1.000
540305,20.33,0.00,-0.19,10,0.16,2940,0.00,0.00,0.8415,0.00,1.0000,23.95,24.00,2,1,1,2,3,6,0.00,14.65,-7.11,7.86,1.46,63.14,0.00,63.077,0.00,-1.02,7.06,14,0.000,1.009,14.64,-0.83,-0.004,0.984
540484,20.33,0.00,-0.22,10,0.16,2937,0.00,0.00,0.8020,0.00,1.0000,23.95,24.00,2,2,1,2,3,6,0.00,14.65,-7.11,7.81,1.46,63.14,0.00,63.091,0.00,-1.05,7.06,14,0.000,1.009,14.64,-0.83,-0.004,0.808
540663,20.33,0.00,-0.12,10,0.16,2896,0.00,0.00,0.8067,0.00,1.0000,23.95,24.00,2,1,1,2,3,6,0.00,14.65,-7.11,7.77,1.46,63.14,0.00,63.108,0.00,-0.83,7.06,14,0.000,1.009,14.64,-0.84,-0.004,0.624
540842,20.33,0.00,-0.60,10,0.16,2884,0.00,0.00,0.8027,0.00,1.0000,23.95,24.00,2,1,1,2,3,6,0.00,14.65,-7.11,7.68,1.44,63.14,0.00,63.114,0.00,-1.43,7.06,14,0.000,1.009,14.64,-0.83,-0.004,0.448
541021,20.33,0.39,-0.56,10,0.16,2906,0.00,0.00,0.8210,0.00,1.0000,24.85,24.00,2,2,1,2,3,6,0.00,14.65,-7.11,8.03,1.46,63.14,0.00,63.130,8.19,-1.38,7.06,14,0.000,1.009,14.64,-0.83,-0.004,0.272
541199,20.33,1.96,-0.04,10,0.17,2870,0.00,0.00,0.8050,1.79,1.0000,27.86,27.00,3,2,1,2,3,6,0.00,14.65,-7.11,9.17,1.52,63.14,50.59,63.150,11.19,-0.86,8.24,14,0.122,1.009,14.64,-0.83,-0.004,0.088
541378,20.33,2.75,-0.17,10,0.19,2879,0.00,0.00,0.8155,1.79,1.0000,30.35,30.00,2,1,1,2,3,6,0.00,14.65,-7.11,9.80,1.56,63.14,50.59,63.156,16.13,-0.99,8.63,14,0.000,1.009,14.64,-0.83,-0.004,0.000
541557,20.33,4.71,0.42,10,0.20,2866,0.00,0.00,0.8460,2.05,1.0000,32.40,32.00,2,2,1,2,3,6,0.00,14.65,-7.11,11.00,1.60,63.14,50.59,63.165,25.73,-0.64,9.02,14,0.000,1.009,14.64,-0.83,-0.004,0.000
541737,17.69,6.67,-0.19,8,0.23,2866,0.00,0.00,0.8045,2.05,1.0000,32.86,33.00,2,2,1,2,3,6,0.00,14.65,-7.11,12.36,1.66,63.14,49.80,63.168,28.82,-1.02,10.59,14,0.000,1.009,14.64,-0.83,-0.004,0.000
541915,14.13,8.24,0.05,8,0.26,2834,0.00,0.00,0.8105,2.05,1.0000,34.76,34.00,2,1,1,2,3,6,0.00,14.65,-7.11,14.30,1.74,63.14,49.80,63.181,35.77,-0.77,11.37,14,0.122,1.009,14.64,-0.83,-0.004,0.000
542094,13.32,9.41,-0.00,8,0.30,2852,0.00,0.00,0.8115,2.05,1.0000,36.16,36.00,2,1,1,2,3,6,0.00,14.65,-7.11,16.56,1.80,63.14,49.41,63.178,46.11,-0.83,11.76,14,0.000,1.009,14.64,-0.83,-0.004,0.000
542273,14.59,10.98,1.28,8,0.35,2834,0.00,0.00,0.8145,2.30,1.0000,39.61,38.50,2,1,1,2,3,6,0.00,14.65,-7.11,21.97,1.96,63.14,49.41,63.178,73.09,0.45,12.94,14,0.244,1.009,14.64,-0.83,-0.004,0.000
542452,15.16,12.16,2.17,8,0.44,2851,0.00,0.00,0.8140,2.82,1.0000,39.33,39.50,3,2,1,2,3,6,0.00,14.65,-7.11,26.22,2.08,63.14,49.41,63.176,91.63,0.91,15.69,14,0.000,1.009,14.62,-0.83,-0.004,0.000
542631,15.39,12.94,1.97,8,0.52,2815,0.00,0.00,0.8155,3.33,1.0000,37.83,38.00,2,1,1,2,3,6,0.50,14.65,-7.11,27.03,2.10,63.14,49.41,63.176,100.89,1.15,16.86,14,0.000,1.009,14.64,-0.83,-0.004,0.000
542810,14.24,14.12,3.49,8,0.57,2846,0.00,0.00,0.8280,3.33,1.0000,36.77,38.00,2,1,1,2,3,6,1.50,14.65,-7.11,31.55,2.20,63.14,49.80,63.176,132.61,2.66,17.65,14,0.122,1.009,14.64,-0.83,-0.004,0.064
542989,14.13,16.08,4.96,8,0.66,2820,0.00,0.00,0.8555,3.84,1.0000,35.29,37.50,3,2,1,2,3,6,2.00,14.65,-7.11,33.35,2.28,63.14,52.16,63.176,150.86,4.14,19.61,14,0.366,1.009,14.64,-0.83,-0.004,0.248
543168,14.70,16.47,4.87,8,0.74,2839,0.00,0.00,0.8240,4.35,1.0000,35.18,37.00,5,3,1,2,3,6,1.50,14.65,-7.11,34.76,2.26,63.14,52.94,63.164,154.94,4.05,20.78,14,-0.122,1.009,14.63,-0.84,-0.004,0.424
543347,14.24,17.25,5.59,8,0.75,2817,0.00,0.00,0.8165,4.35,1.0000,35.18,36.50,9,7,1,2,3,6,1.50,14.65,-7.11,38.60,2.34,63.14,54.90,63.149,174.35,4.77,21.18,14,0.122,1.009,14.64,-0.83,-0.004,0.600
543526,14.47,18.04,5.86,8,0.80,2846,0.00,0.00,0.8125,4.35,1.0000,35.11,36.50,13,11,1,2,3,6,1.00,14.65,-7.11,38.60,2.34,63.14,63.14,63.132,180.41,5.03,22.35,14,0.000,1.009,14.64,-0.83,-0.004,0.784
543705,14.59,20.00,8.01,8,0.83,2829,0.00,0.00,0.8300,4.61,1.0000,35.13,36.50,18,16,1,2,3,6,1.50,14.65,-7.11,42.78,2.42,63.14,63.14,63.120,209.29,7.17,22.75,14,0.122,1.009,14.64,-0.83,-0.004,0.960
543885,14.59,20.78,8.08,8,0.89,2857,0.00,0.00,0.8215,5.12,1.0000,32.87,34.50,24,20,1,2,3,6,1.50,14.65,-7.11,43.21,2.42,63.14,63.14,63.104,212.30,7.26,24.71,14,0.000,1.009,14.64,-0.84,-0.004,1.000
544063,14.24,21.96,8.14,8,0.90,2858,0.00,0.00,0.8130,5.12,1.0000,31.43,33.50,25,23,1,2,3,6,2.00,14.65,-7.11,44.57,2.44,63.14,63.14,63.087,222.02,7.32,24.71,14,0.244,1.009,14.63,-0.83,-0.004,1.000
544242,14.47,21.96,8.13,8,0.93,2834,0.00,0.00,0.8465,5.12,1.0000,29.94,32.00,25,26,1,2,3,6,2.00,14.65,-7.11,44.42,2.44,63.14,63.14,63.065,221.91,7.31,25.10,14,0.000,1.009,14.64,-0.83,-0.004,1.000
544420,14.59,22.35,8.40,8,0.94,2862,0.00,0.00,0.8275,5.12,1.0000,29.47,31.50,25,27,1,2,3,6,2.00,14.65,-7.11,45.50,2.46,63.14,63.14,63.058,228.37,7.57,25.10,14,0.000,1.009,14.64,-0.83,-0.004,1.000
544600,14.47,22.75,8.51,8,0.95,2872,0.00,0.00,0.8290,5.12,1.0000,28.37,30.50,26,26,1,2,3,6,2.00,14.65,-7.11,45.50,2.46,63.14,63.14,63.041,231.44,7.66,25.49,14,0.000,1.009,14.63,-0.84,-0.004,1.000
544778,14.47,23.14,9.11,8,0.95,2861,0.00,0.00,0.8260,5.12,1.0000,28.31,30.50,25,25,1,2,3,6,2.00,14.65,-7.11,48.53,2.46,63.14,63.14,63.019,241.08,8.29,25.49,14,0.122,1.009,14.64,-0.83,-0.004,1.000
544958,14.70,23.14,9.41,8,0.96,2888,0.00,0.00,0.8210,5.12,1.0000,27.32,29.50,25,24,1,2,3,6,2.00,14.65,-7.11,46.12,2.48,63.14,63.14,63.012,241.01,8.58,25.88,14,0.000,1.009,14.64,-0.83,-0.004,1.000
545136,14.59,23.53,9.36,8,0.97,2867,0.00,0.00,0.8315,5.38,1.0000,26.78,29.00,25,24,1,2,3,6,2.50,14.65,-7.11,47.05,2.48,63.14,63.14,63.002,241.00,8.55,26.27,14,0.000,1.009,14.63,-0.83,-0.004,1.000
545316,14.24,23.53,9.11,8,0.98,2888,0.00,0.00,0.8280,5.38,1.0000,26.90,29.00,26,23,1,2,3,6,2.50,14.65,-7.11,47.05,2.48,63.14,63.14,62.988,237.79,8.28,26.27,14,0.000,1.009,14.64,-0.84,-0.004,1.000
545495,14.36,23.14,8.96,8,0.98,2862,0.00,0.00,0.8640,5.38,1.0000,26.82,29.00,25,23,1,2,3,6,2.00,14.65,-7.11,45.81,2.46,63.14,63.14,62.977,231.45,8.14,26.27,14,0.000,1.009,14.64,-0.83,-0.004,1.000
545674,14.59,22.35,7.39,8,0.96,2888,0.00,0.00,0.8250,5.38,1.0000,28.16,30.00,25,24,1,2,3,6,2.00,14.65,-7.11,43.37,2.38,63.14,63.14,62.963,145.54,6.56,25.49,14,-0.122,1.009,14.64,-0.83,-0.004,1.000
545852,14.24,8.63,0.84,8,0.84,2894,0.00,0.00,0.8125,4.86,1.0000,35.19,36.00,25,25,1,2,3,6,0.00,14.65,-7.11,17.42,1.84,63.14,50.20,62.959,37.50,-0.00,17.25,14,-0.610,1.009,14.64,-0.84,-0.004,1.000
546031,12.63,0.00,0.51,8,0.47,2863,0.00,0.00,0.8117,2.82,1.0000,35.84,36.50,14,20,1,2,3,6,0.00,14.65,-7.11,13.14,1.72,63.14,0.00,62.952,26.50,-0.32,12.16,14,-0.122,1.009,14.64,-0.84,-0.004,1.000
546211,13.67,0.00,-0.17,8,0.33,2856,0.00,0.00,0.8040,2.05,1.0000,28.57,29.50,2,2,1,2,3,6,0.00,14.65,-7.11,10.76,1.60,63.14,0.00,62.950,15.00,-1.00,10.59,14,-0.122,1.009,14.64,-0.83,-0.004,1.000
546389,15.04,0.00,-1.53,8,0.26,2756,0.00,0.00,0.8105,0.00,1.0000,24.09,24.50,3,2,1,2,3,6,0.00,14.65,-7.11,9.36,1.54,63.14,0.00,62.949,4.00,-2.38,9.02,14,0.122,1.009,14.62,-0.83,-0.004,1.000
546568,18.15,0.00,-1.72,10,0.21,2712,0.00,0.00,0.8017,0.00,1.0000,23.95,24.00,3,1,1,2,3,6,0.00,14.65,-7.11,7.17,1.42,62.35,0.00,62.879,0.00,-2.56,7.06,14,-0.122,1.009,14.63,-0.84,-0.004,1.000
546747,20.33,0.00,-1.08,10,0.17,2642,0.00,0.00,0.8037,0.00,1.0000,23.95,24.00,3,1,1,2,3,6,0.00,14.65,-7.11,7.51,1.44,62.35,0.00,60.399,0.00,-1.92,6.67,14,0.000,1.009,14.64,-0.83,-0.004,1.000
546925,20.33,0.00,-0.67,10,0.17,2573,0.00,0.00,0.8100,0.00,1.0000,23.95,24.00,3,2,1,2,3,6,0.00,14.65,-7.11,7.16,1.42,60.00,0.00,58.527,0.00,-1.51,6.67,14,0.000,1.009,14.64,-0.84,-0.004,1.000
547104,20.33,0.00,-0.29,10,0.17,2464,0.00,0.00,0.8037,0.00,1.0000,23.95,24.00,3,1,1,2,3,6,0.00,14.65,-7.11,6.76,1.40,58.43,0.00,58.006,0.00,-1.12,6.27,14,0.122,1.009,14.64,-0.83,-0.004,1.000
547283,20.33,0.00,0.04,10,0.17,2381,0.00,0.00,0.8105,0.00,1.0000,23.95,24.00,2,1,1,2,3,6,0.00,14.65,-7.11,6.40,1.38,57.25,0.00,55.956,0.00,-0.79,5.88,14,0.000,1.009,14.64,-0.84,-0.004,1.000
547462,20.33,0.00,-3.30,10,0.17,2274,0.00,0.00,0.8105,0.00,1.0000,24.17,24.00,2,1,1,2,3,6,0.00,14.65,-7.11,6.25,1.36,56.08,0.00,54.185,0.00,-4.12,5.88,14,0.000,1.009,14.63,-0.83,-0.004,1.000
547641,20.33,0.00,-5.97,10,0.17,2170,0.00,0.00,0.8105,0.00,1.0000,23.95,23.50,2,1,1,2,3,6,0.00,14.65,-7.11,6.17,1.36,52.94,0.00,51.357,0.00,-6.15,5.88,14,0.000,1.009,14.64,-0.83,-0.004,1.000
547821,20.33,0.00,-8.21,10,0.17,2108,0.00,0.00,0.8080,0.00,1.0000,23.95,24.00,2,1,1,2,3,6,0.00,14.65,-7.11,5.84,1.34,50.98,0.00,48.937,0.00,-9.05,5.49,14,0.000,1.008,14.63,-0.84,-0.005,1.000
547999,20.33,0.00,-10.34,10,0.17,2024,0.00,0.00,0.8300,0.00,1.0000,23.95,24.00,1,1,1,2,3,6,0.00,14.65,-7.11,5.73,1.32,49.02,0.00,47.848,0.00,-11.18,5.49,14,0.000,1.008,14.62,-0.84,-0.005,0.832
548179,20.33,0.00,-11.94,10,0.17,1953,0.00,0.00,0.8430,0.00,1.0000,23.95,24.00,1,1,1,2,3,6,0.00,14.65,-7.11,5.56,1.32,47.06,0.00,43.166,0.00,-12.78,5.10,14,0.000,1.009,14.63,-0.85,-0.004,0.656
548357,20.33,0.00,-11.96,10,0.17,1878,0.00,0.00,0.8100,0.00,1.0000,23.95,24.00,1,1,1,2,3,6,0.00,14.65,-7.11,5.39,1.30,40.78,0.00,36.266,0.00,-12.78,5.10,14,0.000,1.009,14.64,-0.84,-0.004,0.472
548536,20.33,0.00,-11.96,10,0.17,1846,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,2,1,1,2,3,6,0.00,14.65,-7.11,5.25,1.28,32.94,0.00,28.354,0.00,-12.78,4.71,14,0.000,1.009,14.64,-0.83,-0.004,0.296
548715,20.33,0.00,-11.93,10,0.17,1805,0.00,0.00,0.8010,0.00,1.0000,23.95,24.00,2,1,1,2,3,6,0.00,14.65,-7.11,5.32,1.30,26.67,0.00,25.572,0.00,-12.78,4.71,14,-0.122,1.009,14.64,-0.83,-0.004,0.112
548895,20.33,0.00,-11.94,10,0.17,1774,0.00,0.00,0.8077,0.00,1.0000,23.87,24.00,1,1,1,2,3,6,0.00,14.65,-7.11,5.22,1.28,23.92,0.00,21.990,0.00,-12.78,4.71,14,-0.122,1.009,14.63,-0.83,-0.004,0.000
549073,20.33,0.00,-11.94,10,0.17,1799,0.00,0.00,0.8105,0.00,1.0000,23.95,24.00,2,1,1,2,3,6,0.00,14.65,-7.11,5.43,1.30,22.35,0.00,19.422,0.00,-12.78,4.71,14,0.000,1.009,14.63,-0.84,-0.004,0.000
549253,20.33,0.00,-11.96,10,0.18,1736,0.00,0.00,0.8037,0.00,1.0000,22.70,23.00,2,1,1,2,3,6,0.00,14.65,-7.11,5.25,1.30,23.92,0.00,17.941,0.00,-12.78,4.71,14,0.000,1.009,14.64,-0.83,-0.004,0.000
549432,20.33,0.00,-11.96,10,0.18,1724,0.00,0.00,0.8455,0.00,1.0000,22.82,23.00,1,1,1,2,3,6,0.00,14.65,-7.11,5.32,1.30,15.69,0.00,16.436,0.00,-12.78,4.71,14,0.000,1.009,14.64,-0.83,-0.004,0.000
549611,20.33,0.00,-11.94,10,0.18,1686,0.00,0.00,0.8037,0.00,1.0000,21.89,22.00,2,1,1,2,3,6,0.00,14.65,-7.11,5.19,1.28,17.25,0.00,13.674,0.00,-12.78,4.71,14,0.000,1.009,14.64,-0.84,-0.004,0.000
549788,20.33,0.00,-11.94,10,0.18,1664,0.00,0.00,0.8037,0.00,1.0000,21.73,22.00,1,1,1,2,3,6,0.00,14.65,-7.11,6.39,1.44,12.94,0.00,10.786,219.49,-12.78,4.71,14,0.000,1.008,14.64,-0.84,-0.005,0.000
549968,20.33,61.96,-4.82,10,0.55,1595,0.00,0.00,0.8140,2.30,1.0000,19.81,23.00,2,1,1,2,3,6,3.00,14.65,-7.11,29.79,2.16,11.76,0.00,0.000,225.42,-5.64,34.90,11,0.610,1.009,14.64,-0.83,-0.004,0.096
550148,20.33,0.00,-5.30,10,0.92,2258,0.00,0.00,0.8017,6.14,1.0000,27.78,8.00,0,0,1,2,3,6,0.50,14.65,-7.11,7.12,1.42,0.00,0.00,46.352,0.00,-6.13,21.57,11,-1.465,1.009,14.63,-0.83,-0.004,0.280
550326,20.33,0.00,-2.37,10,0.42,2296,0.00,0.00,0.8090,3.84,1.0000,24.91,6.00,0,0,1,2,3,6,0.00,14.65,-7.11,6.25,1.36,51.37,0.00,53.428,0.00,-3.88,5.49,11,0.000,1.008,14.62,-0.84,-0.005,0.456
550506,20.33,0.00,-6.06,10,0.24,2092,0.00,0.00,0.7970,2.05,1.0000,23.95,4.00,1,1,1,2,3,6,0.00,14.65,-7.11,6.14,1.36,54.12,0.00,52.750,0.00,-6.88,5.49,11,-0.122,1.009,14.63,-0.84,-0.004,0.632
550685,16.08,0.00,-9.17,10,0.20,2130,0.00,0.00,0.8037,0.00,1.0000,23.95,4.00,1,1,1,2,3,6,0.00,14.65,-7.11,5.70,1.32,50.98,0.00,47.267,0.00,-10.02,5.49,11,-0.122,1.008,14.62,-0.83,-0.005,0.816
550864,15.62,0.00,-9.56,10,0.17,2054,0.00,0.00,0.8100,0.00,1.0000,23.95,4.00,1,1,1,2,3,6,0.00,14.65,-7.11,5.63,1.32,48.24,0.00,48.571,0.00,-10.40,5.10,11,0.000,1.008,14.63,-0.85,-0.005,0.992
551042,17.00,0.00,-10.65,10,0.17,2048,0.00,0.00,0.8090,0.00,1.0000,23.95,24.00,1,1,1,2,3,6,0.00,14.65,-7.11,5.70,1.32,47.84,0.00,47.275,0.00,-11.48,5.10,11,0.000,1.009,14.64,-0.85,-0.004,1.000
551222,20.33,0.00,-10.85,10,0.17,2018,0.00,0.00,0.8180,0.00,1.0000,23.95,24.00,1,1,1,2,3,6,0.00,14.65,-7.11,5.70,1.32,47.06,0.00,46.180,6.00,-12.40,5.10,11,0.000,1.009,14.63,-0.85,-0.004,1.000
551401,20.33,0.78,-11.69,10,0.17,1974,0.00,0.00,0.8245,1.79,1.0000,20.94,21.00,2,1,1,2,3,6,0.00,14.65,-7.11,6.79,1.38,46.67,28.63,44.976,22.71,-12.60,5.49,11,0.122,1.009,14.62,-0.85,-0.004,1.000
551579,20.33,7.84,-10.38,10,0.20,1942,0.00,0.00,0.8080,1.79,1.0000,21.37,21.00,6,8,1,2,3,6,0.00,14.65,-7.11,10.23,1.58,42.75,27.06,40.730,60.78,-11.23,8.63,11,0.244,1.008,14.62,-0.85,-0.005,1.000
551758,17.46,15.69,-5.27,10,0.29,1950,0.00,0.00,0.8130,2.30,1.0000,37.87,33.00,10,12,1,2,3,6,0.00,14.65,-7.11,36.36,2.30,38.04,30.59,42.800,164.79,-6.10,14.12,11,1.709,1.008,14.64,-0.85,-0.005,1.000
