Time (msec),A/F Sensor #1 (AFR),Boost Error* (psi),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Fine Learning Knock Correction (degrees),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Learned Ignition Timing (degrees),Manifold Absolute Pressure (4-byte)* (psi absolute),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Open Loop Map Enrichment (2-byte)** (estimated AFR),Primary WGDC Maximum (1-byte)** (%),Primary Wastegate Duty Cycle (%),Primary Wastegate Duty Maximum* (4-byte)* (%),Requested Torque* (raw ecu value),Target Boost Relative (4-byte)* (psi relative),Throttle Plate Opening Angle (4-byte)* (%),Tip-in Enrichment (Last Calculated)* (raw ecu value),Tip-in Throttle* (%)
15802,14.47,-11.79,8,0.25,1426,0.00,0.00,0.7945,2.05,1.0000,16.91,19.50,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.031
15965,14.47,-11.79,8,0.25,1432,0.00,0.00,0.7955,2.05,1.0000,16.91,19.50,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
16128,14.59,-11.79,8,0.25,1427,0.00,0.00,0.7955,2.05,1.0000,16.91,19.50,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
16291,14.47,-11.79,8,0.25,1430,0.00,0.00,0.7975,2.05,1.0000,16.91,19.50,0,0,0,0,0,0,0.00,14.49,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
16453,14.47,-11.79,8,0.25,1440,0.00,0.00,0.7955,2.05,1.0000,16.91,19.00,0,0,0,0,0,0,0.00,14.49,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
16617,14.47,-11.79,8,0.25,1436,0.00,0.00,0.7945,2.05,1.0000,16.91,18.50,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.031
16780,14.47,-11.79,8,0.25,1434,0.00,0.00,0.7935,2.05,1.0000,16.91,18.50,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
16942,14.59,-11.79,8,0.25,1434,0.00,0.00,0.7935,2.05,1.0000,16.91,18.00,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
17106,14.59,-11.79,8,0.25,1440,0.00,0.00,0.7955,2.05,1.0000,16.91,19.00,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
17268,14.59,-11.79,8,0.25,1428,0.00,0.00,0.7975,2.05,1.0000,16.91,19.50,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.031
17432,14.59,-11.79,8,0.25,1420,0.00,0.00,0.7955,2.05,1.0000,16.91,20.00,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
17594,14.47,-11.79,8,0.25,1416,0.00,0.00,0.7935,2.05,1.0000,16.91,19.00,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
17757,14.59,-11.79,8,0.25,1424,0.00,0.00,0.7955,2.05,1.0000,16.91,18.00,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
17920,14.47,-11.80,8,0.25,1440,0.00,0.00,0.7955,2.05,1.0000,16.91,18.00,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,-0.122
18083,14.47,-11.79,8,0.25,1442,0.00,0.00,0.7935,2.05,1.0000,16.91,18.00,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.122
18247,14.47,-11.80,8,0.25,1445,0.00,0.00,0.7925,2.05,1.0000,16.91,17.50,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.031
18409,14.47,-11.79,8,0.25,1440,0.00,0.00,0.7975,2.05,1.0000,16.91,18.50,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
18572,14.47,-11.79,8,0.24,1441,0.00,0.00,0.7965,2.05,1.0000,16.91,19.00,0,0,0,0,0,0,0.00,14.47,5.84,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
18735,14.47,-11.79,8,0.24,1426,0.00,0.00,0.7925,2.05,1.0000,16.91,19.50,0,0,0,0,0,0,0.00,14.47,5.84,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
18971,14.47,-11.79,8,0.24,1424,0.00,0.00,0.7935,2.05,1.0000,16.91,19.50,0,0,0,0,0,0,0.00,14.47,5.84,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
19061,14.47,-11.79,8,0.24,1425,0.00,0.00,0.7935,2.05,1.0000,16.91,19.50,0,0,0,0,0,0,0.00,14.47,5.84,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
19223,14.47,-11.79,8,0.24,1423,0.00,0.00,0.7925,2.05,1.0000,16.91,19.00,0,0,0,0,0,0,0.00,14.49,5.84,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
19386,14.47,-11.79,8,0.24,1438,0.00,0.00,0.7913,2.05,1.0000,16.91,18.50,0,0,0,0,0,0,0.00,14.49,5.84,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,-0.031
19549,14.47,-11.79,8,0.25,1424,0.00,0.00,0.7945,2.05,1.0000,16.91,19.00,0,0,0,0,0,0,0.00,14.47,5.84,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
19712,14.59,-11.79,8,0.25,1434,0.00,0.00,0.7945,2.05,1.0000,16.91,18.00,0,0,0,0,0,0,0.00,14.47,5.88,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
19875,14.47,-11.79,8,0.25,1438,0.00,0.00,0.7935,2.05,1.0000,16.91,18.00,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
20038,14.47,-11.80,8,0.25,1430,0.00,0.00,0.7945,2.05,1.0000,16.91,18.50,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
20201,14.47,-11.79,8,0.25,1430,0.00,0.00,0.7913,2.05,1.0000,16.91,19.00,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
20475,14.47,-11.79,8,0.25,1428,0.00,0.00,0.7935,2.05,1.0000,16.91,19.00,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
20527,14.47,-11.79,8,0.25,1424,0.00,0.00,0.7925,2.05,1.0000,16.91,19.00,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
20691,14.47,-11.79,8,0.25,1424,0.00,0.00,0.7955,2.05,1.0000,16.91,19.00,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
20854,14.59,-11.79,8,0.25,1439,0.00,0.00,0.7945,2.05,1.0000,16.91,18.00,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.122
21015,14.47,-11.79,8,0.25,1438,0.00,0.00,0.7975,2.05,1.0000,16.91,18.00,0,0,0,0,0,0,0.00,14.47,5.88,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.031
21178,14.59,-11.79,8,0.25,1433,0.00,0.00,0.7945,2.05,1.0000,16.91,18.50,0,0,0,0,0,0,0.00,14.47,5.88,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.122
21342,14.47,-11.80,8,0.25,1432,0.00,0.00,0.7955,2.05,1.0000,16.91,18.50,0,0,0,0,0,0,0.00,14.47,5.92,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
21504,14.59,-11.79,8,0.25,1421,0.00,0.00,0.7975,2.05,1.0000,16.91,19.50,0,0,0,0,0,0,0.00,14.47,5.88,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
21667,14.47,-11.79,8,0.25,1426,0.00,0.00,0.7965,2.05,1.0000,16.91,19.50,0,0,0,0,0,0,0.00,14.47,5.84,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
21830,14.47,-11.79,8,0.24,1424,0.00,0.00,0.7925,2.05,1.0000,16.91,19.00,0,0,0,0,0,0,0.00,14.47,5.84,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
21993,14.47,-11.80,8,0.24,1422,0.00,0.00,0.7925,2.05,1.0000,16.91,19.50,0,0,0,0,0,0,0.00,14.50,5.84,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
22156,14.47,-11.79,8,0.24,1433,0.00,0.00,0.7975,2.05,1.0000,16.91,18.00,0,0,0,0,0,0,0.00,14.47,5.84,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
22319,14.47,-11.79,8,0.24,1430,0.00,0.00,0.7903,2.05,1.0000,16.91,18.50,0,0,0,0,0,0,0.00,14.47,5.84,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
22482,14.47,-11.79,8,0.24,1437,0.00,0.00,0.7913,2.05,1.0000,16.91,17.50,0,0,0,0,0,0,0.00,14.47,5.84,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
22645,14.59,-11.79,8,0.24,1446,0.00,0.00,0.7955,2.05,1.0000,16.91,17.50,0,0,0,0,0,0,0.00,14.47,5.84,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
22808,14.47,-11.79,8,0.24,1445,0.00,0.00,0.7955,2.05,1.0000,16.91,17.50,0,0,0,0,0,0,0.00,14.49,5.81,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
22971,14.47,-11.80,8,0.24,1434,0.00,0.00,0.7913,2.05,1.0000,16.91,19.00,0,0,0,0,0,0,0.00,14.47,5.81,1.34,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
23134,14.47,-11.79,8,0.24,1432,0.00,0.00,0.7975,2.05,1.0000,16.91,19.00,0,0,0,0,0,0,0.00,14.49,5.81,1.32,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,-0.122
23297,14.47,-11.80,8,0.24,1434,0.00,0.00,0.7975,2.05,1.0000,16.91,18.50,0,0,0,0,0,0,0.00,14.49,5.77,1.32,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
23460,14.47,-11.80,8,0.24,1432,0.00,0.00,0.7925,2.05,1.0000,16.91,19.00,0,0,0,0,0,0,0.00,14.47,5.77,1.32,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.031
23624,14.47,-11.79,8,0.24,1419,0.00,0.00,0.7945,2.05,1.0000,16.91,20.00,0,0,0,0,0,0,0.00,14.47,5.73,1.32,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
23785,14.47,-11.79,8,0.24,1427,0.00,0.00,0.7925,2.05,1.0000,16.91,19.50,0,0,0,0,0,0,0.00,14.47,5.77,1.32,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.031
23948,14.47,-11.80,8,0.24,1429,0.00,0.00,0.7988,2.05,1.0000,16.91,19.00,0,0,0,0,0,0,0.00,14.47,5.77,1.32,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.031
24111,14.59,-11.79,8,0.24,1428,0.00,0.00,0.7935,2.05,1.0000,16.91,18.50,0,0,0,0,0,0,0.00,14.47,5.77,1.32,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
24274,14.59,-11.79,8,0.24,1428,0.00,0.00,0.7965,2.05,1.0000,16.91,19.50,0,0,0,0,0,0,0.00,14.47,5.77,1.32,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,-0.031
24437,14.47,-11.79,8,0.24,1413,0.00,0.00,0.7965,2.05,1.0000,16.91,19.50,0,0,0,0,0,0,0.00,14.47,5.77,1.32,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,-0.122
24600,14.47,-11.79,8,0.24,1411,0.00,0.00,0.7935,2.05,1.0000,16.91,20.00,0,0,0,0,0,0,0.00,14.47,5.77,1.32,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,0,0.000
