Time (msec),A/F Sensor #1 (AFR),Accelerator Pedal Angle (%),Boost Error* (psi),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Fine Learning Knock Correction (degrees),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Learned Ignition Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Open Loop Map Enrichment (2-byte)** (estimated AFR),Primary WGDC Maximum (1-byte)** (%),Primary Wastegate Duty Cycle (%),Primary Wastegate Duty Maximum* (4-byte)* (%),Requested Torque* (raw ecu value),Target Boost Relative (4-byte)* (psi relative),Throttle Opening Angle (%),Tip-in Enrichment (Last Calculated)* (raw ecu value),Tip-in Throttle* (%)
151957,20.33,0.00,-11.79,10,0.18,1703,0.00,0.00,0.8060,0.00,1.0000,22.14,22.00,1,1,0,2,2,2,0.00,14.51,-7.25,5.25,1.28,14.70,11.37,0.00,10.660,0.00,-12.78,5.10,13,-0.122
152111,20.33,0.00,-11.79,10,0.18,1683,0.00,0.00,0.8010,0.00,1.0000,21.67,22.00,1,1,0,2,2,2,0.00,14.51,-7.25,5.22,1.28,14.70,10.98,0.00,11.846,0.00,-12.78,4.71,13,0.000
152265,20.33,0.00,-11.79,10,0.18,1679,0.00,0.00,0.8037,0.00,1.0000,21.60,22.00,1,1,0,2,2,2,0.00,14.51,-7.25,5.22,1.28,14.70,11.37,0.00,9.704,0.00,-12.78,5.10,13,0.122
152419,20.33,0.00,-11.79,10,0.18,1691,0.00,0.00,0.8037,0.00,1.0000,21.78,21.50,1,1,0,2,2,2,0.00,14.51,-7.25,5.12,1.28,14.70,9.02,0.00,10.488,0.00,-12.78,4.71,13,0.122
152573,20.33,0.00,-11.79,10,0.18,1670,0.00,0.00,0.8107,0.00,1.0000,21.49,21.50,1,1,0,2,2,2,0.00,14.51,-7.25,2.56,1.28,14.70,10.59,0.00,8.649,0.00,-12.78,4.71,13,0.000
152727,20.33,0.00,-11.79,10,0.18,1666,0.00,0.00,0.8037,0.00,1.0000,21.39,21.50,1,1,0,2,2,2,0.00,14.51,-7.25,5.25,1.28,14.70,8.63,0.00,9.283,0.00,-12.78,4.71,13,0.000
152880,20.33,0.00,-11.79,10,0.18,1672,0.00,0.00,0.8010,0.00,1.0000,21.54,21.50,1,1,0,2,2,2,0.00,14.51,-7.25,5.19,1.28,14.70,9.41,0.00,6.857,0.00,-12.78,4.71,13,0.000
153034,20.33,0.00,-11.79,10,0.18,1670,0.00,0.00,0.8050,0.00,1.0000,21.51,21.00,1,1,0,2,2,2,0.00,14.51,-7.25,5.12,1.28,14.70,6.67,0.00,8.324,0.00,-12.78,4.71,13,0.000
153188,20.33,0.00,-11.79,10,0.18,1651,0.00,0.00,0.8037,0.00,1.0000,21.06,21.00,1,1,0,2,2,2,0.00,14.51,-7.25,5.19,1.28,14.70,8.63,0.00,6.290,0.00,-12.78,4.71,13,0.000
153342,20.33,0.00,-11.79,10,0.18,1645,0.00,0.00,0.8080,0.00,1.0000,20.96,21.50,1,1,0,2,2,2,0.00,14.51,-7.25,5.12,1.28,14.70,7.45,0.00,7.453,0.00,-12.78,4.71,13,0.000
153497,20.33,0.00,-11.79,10,0.18,1656,0.00,0.00,0.8067,0.00,1.0000,21.16,21.00,1,1,0,2,2,2,0.00,14.51,-7.25,5.12,1.28,14.70,5.49,0.00,6.943,0.00,-12.78,4.71,13,0.000
153651,20.33,0.00,-11.79,10,0.18,1654,0.00,0.00,0.8037,0.00,1.0000,21.07,21.00,1,1,0,2,2,2,0.00,14.51,-7.25,5.19,1.28,14.70,7.06,0.00,4.752,0.00,-12.78,4.71,13,0.000
153804,20.33,0.00,-11.79,10,0.18,1634,0.00,0.00,0.8037,0.00,1.0000,20.72,20.50,1,1,0,2,2,2,0.00,14.51,-7.25,5.06,1.28,14.70,4.31,0.00,5.983,0.00,-12.78,4.71,13,0.000
153958,20.33,0.00,-11.79,10,0.18,1628,0.00,0.00,0.8060,0.00,1.0000,20.66,21.00,1,1,0,2,2,2,0.00,14.51,-7.25,5.16,1.28,14.70,5.49,0.00,3.121,0.00,-12.78,4.71,13,0.000
154112,20.33,0.00,-11.79,10,0.18,1622,0.00,0.00,0.8060,0.00,1.0000,20.82,21.00,1,1,0,2,2,2,0.00,14.51,-7.25,5.12,1.28,14.70,5.10,0.00,4.448,0.00,-12.78,4.71,13,0.000
154266,20.33,0.00,-11.79,10,0.18,1630,0.00,0.00,0.8037,0.00,1.0000,20.76,20.50,1,1,0,2,2,2,0.00,14.51,-7.25,5.06,1.28,14.70,2.75,0.00,4.147,0.00,-12.78,4.71,13,0.000
154420,20.33,0.39,-11.75,10,0.18,1626,0.00,0.00,0.8037,0.00,1.0000,20.64,20.50,1,1,0,2,2,2,0.00,14.51,-7.25,5.16,1.28,14.70,4.31,0.00,1.588,1.50,-12.75,4.71,13,0.000
154574,20.33,0.39,-11.75,10,0.19,1620,0.00,0.00,0.8037,0.00,1.0000,18.37,20.50,1,1,0,2,2,2,0.00,14.51,-7.25,5.06,1.28,14.70,1.57,0.00,3.098,3.51,-12.75,4.71,13,0.000
154729,20.33,0.78,-11.65,10,0.19,1614,0.00,0.00,0.8010,1.79,1.0000,18.36,18.50,1,1,0,2,2,2,0.00,14.51,-7.25,5.25,1.30,14.70,2.75,1.57,2.148,6.31,-12.65,4.71,13,0.000
154882,20.33,1.18,-11.60,10,0.19,1597,0.00,0.00,0.8060,1.79,1.0000,18.37,18.50,1,1,0,2,2,2,0.00,14.51,-7.25,5.81,1.34,14.70,3.14,0.78,1.058,13.37,-12.59,5.49,13,0.000
155036,20.33,3.14,-11.37,10,0.20,1605,0.00,0.00,0.8027,1.79,1.0000,18.29,18.50,1,1,0,2,2,2,0.00,14.51,-7.25,6.56,1.38,14.70,0.78,0.39,0.586,20.38,-12.40,5.88,13,0.122
155190,20.33,3.53,-11.42,10,0.22,1605,0.00,0.00,0.8057,2.05,1.0000,19.03,19.00,1,1,0,2,2,2,0.00,14.51,-7.25,6.71,1.40,14.70,0.39,0.78,0.903,16.78,-12.42,6.27,13,0.000
155344,20.33,2.35,-11.49,10,0.23,1592,0.00,0.00,0.8010,2.05,1.0000,19.50,19.50,1,1,0,2,2,2,0.00,14.51,-7.25,6.21,1.36,14.70,1.96,0.00,0.721,13.96,-12.49,5.88,13,0.000
155498,17.11,2.75,-11.49,10,0.23,1614,0.00,0.00,0.8067,2.05,1.0000,19.17,19.00,1,1,0,2,2,2,0.00,14.51,-7.25,5.88,1.34,14.70,0.00,0.39,0.805,14.73,-12.48,5.49,13,0.000
155652,15.39,2.75,-11.47,8,0.22,1597,0.00,0.00,0.8080,2.05,1.0000,18.47,18.50,1,1,0,2,2,2,0.00,14.51,-7.25,5.95,1.34,14.70,0.00,0.78,1.276,16.18,-12.46,5.49,13,0.000
155806,14.36,2.75,-11.47,8,0.22,1589,0.00,0.00,0.8050,1.79,1.0000,18.50,18.50,1,1,0,2,2,2,0.00,14.51,-7.25,6.03,1.34,14.70,0.00,0.00,0.000,16.21,-12.47,5.88,13,0.000
155960,14.47,2.75,-11.48,8,0.22,1607,0.00,0.00,0.8060,1.79,1.0000,18.65,18.50,1,1,0,2,2,2,0.00,14.51,-7.25,6.10,1.36,14.70,0.00,0.00,0.000,16.15,-12.48,5.88,13,0.000
156113,15.16,2.75,-11.49,8,0.23,1600,0.00,0.00,0.8010,2.05,1.0000,18.81,19.00,1,1,0,2,2,2,0.00,14.51,-7.25,6.14,1.36,14.70,0.00,0.78,1.000,14.76,-12.48,5.88,13,0.000
156267,15.73,2.35,-11.49,8,0.23,1580,0.00,0.00,0.8067,2.05,1.0000,18.64,18.50,1,1,0,2,2,2,0.00,14.51,-7.25,6.08,1.34,14.70,1.57,0.00,0.000,16.23,-12.49,5.88,13,-0.122
156421,15.62,3.53,-11.42,8,0.23,1580,0.00,0.00,0.8050,2.05,1.0000,18.72,19.00,1,1,0,2,2,2,0.00,14.51,-7.25,6.11,1.34,14.70,0.00,0.00,0.000,19.06,-12.42,5.88,13,0.000
156575,15.04,3.53,-11.40,8,0.23,1576,0.00,0.00,0.8050,2.05,1.0000,18.75,19.00,1,1,0,2,2,2,0.00,14.51,-7.25,6.57,1.38,14.70,0.00,0.00,0.000,21.90,-12.39,5.88,13,0.000
156730,14.47,3.92,-11.32,8,0.24,1574,0.00,0.00,0.8050,2.05,1.0000,19.57,19.50,1,1,0,2,2,2,0.00,14.51,-7.25,6.88,1.40,14.70,0.00,0.00,0.000,26.16,-12.32,6.27,13,0.000
156883,14.36,5.10,-11.19,8,0.25,1573,0.00,0.00,0.8037,2.05,1.0000,20.44,20.50,1,1,0,2,2,2,0.00,14.51,-7.25,7.89,1.46,14.70,0.00,0.00,0.000,33.25,-12.19,6.67,13,0.000
157037,14.59,7.06,-11.01,8,0.27,1573,0.00,0.00,0.8080,2.30,1.0000,22.64,22.00,1,1,0,2,2,2,0.00,14.51,-7.25,8.66,1.50,14.70,0.00,0.00,0.000,40.33,-12.01,7.45,13,0.122
157191,14.47,7.06,-11.06,8,0.30,1569,0.00,0.00,0.8077,2.30,1.0000,24.46,24.00,1,1,0,2,2,2,0.00,14.51,-7.25,8.76,1.50,14.70,0.00,0.00,0.000,40.20,-12.06,7.84,13,0.000
157345,14.36,7.84,-10.91,8,0.31,1587,0.00,0.00,0.8107,2.56,1.0000,25.50,25.50,1,1,0,2,2,2,0.00,14.51,-7.25,8.71,1.50,14.70,0.00,0.00,0.000,44.45,-11.94,7.84,13,0.000
157499,14.01,8.63,-10.79,8,0.32,1587,0.00,0.00,0.8077,2.56,1.0000,26.19,26.00,1,1,0,2,2,2,0.00,14.51,-7.25,9.64,1.54,14.70,0.00,0.00,0.000,51.50,-11.79,8.24,13,0.366
157653,13.67,9.41,-10.81,8,0.34,1588,0.00,0.00,0.8037,2.56,1.0000,27.81,27.50,1,1,0,2,2,2,0.00,14.51,-7.25,9.74,1.56,14.70,0.00,0.00,0.000,51.49,-11.81,9.02,13,0.000
157807,13.67,9.41,-10.84,8,0.35,1591,0.00,0.00,0.8050,2.56,1.0000,28.68,28.50,1,1,0,2,2,2,0.00,14.51,-7.25,9.86,1.56,14.70,0.00,0.00,0.000,50.05,-11.84,9.02,13,0.000
157961,14.01,9.41,-10.76,8,0.36,1589,0.00,0.00,0.8080,2.56,1.0000,29.21,29.00,1,1,0,2,2,2,0.00,14.51,-7.25,9.71,1.54,14.70,0.00,0.00,0.000,60.70,-11.76,8.63,13,0.000
158115,14.13,11.37,-10.13,8,0.36,1591,0.00,0.00,0.8037,2.56,1.0000,29.62,29.00,1,1,0,2,2,2,0.00,14.51,-7.25,12.34,1.68,14.70,0.00,0.00,0.000,88.34,-11.28,9.02,13,0.000
158269,14.13,13.33,-9.31,8,0.42,1591,0.00,0.00,0.8080,2.82,1.0000,30.86,31.00,1,1,0,2,2,2,0.00,14.51,-7.25,19.89,1.90,14.70,0.00,0.00,0.000,123.91,-10.31,13.33,13,0.732
158424,14.70,14.90,-8.84,8,0.58,1596,0.00,0.00,0.8000,3.58,1.0000,27.31,28.00,1,1,0,2,2,2,2.00,14.51,-7.25,21.86,1.98,14.70,0.00,0.00,0.000,127.84,-9.84,16.47,13,0.000
158576,15.96,14.90,-8.81,8,0.71,1578,0.00,0.00,0.8140,4.61,1.0000,25.90,28.00,1,1,0,2,2,2,2.50,14.51,-7.25,20.02,1.92,14.70,0.00,0.00,0.000,123.95,-9.81,16.47,13,0.000
158731,15.16,13.33,-9.75,8,0.73,1580,0.00,0.00,0.8020,4.86,1.0000,26.27,28.00,1,1,0,2,2,2,2.00,14.51,-7.25,15.20,1.76,14.70,0.00,0.00,0.000,80.53,-10.74,15.69,13,-0.366
158884,13.44,10.98,-10.64,8,0.64,1582,0.00,0.00,0.8060,4.35,1.0000,27.65,28.50,1,1,0,2,2,2,0.50,14.51,-7.25,10.37,1.58,14.70,0.39,0.00,0.007,54.39,-11.41,10.98,13,-0.122
159038,12.63,10.20,-10.66,8,0.51,1586,0.00,0.00,0.8037,3.58,1.0000,29.78,29.50,1,1,0,2,2,2,0.00,14.51,-7.25,10.25,1.58,14.70,0.39,1.18,1.726,56.58,-11.66,9.41,13,0.000
159192,12.40,10.20,-10.60,8,0.44,1590,0.00,0.00,0.8007,2.82,1.0000,32.00,31.50,1,1,0,2,2,2,0.00,14.51,-7.25,10.55,1.58,14.70,0.00,1.18,2.029,54.09,-11.60,9.41,13,0.000
159346,13.09,10.20,-10.62,8,0.41,1606,0.00,0.00,0.8130,2.56,1.0000,32.80,33.00,1,1,0,2,2,2,0.00,14.51,-7.25,10.55,1.58,14.70,1.96,0.78,1.113,56.50,-11.62,9.41,13,0.000
159501,14.13,10.98,-10.40,8,0.39,1609,0.00,0.00,0.8080,2.56,1.0000,32.32,32.00,1,1,0,2,2,2,0.00,14.51,-7.25,11.50,1.64,14.70,1.18,0.39,2.526,72.31,-11.39,9.41,13,0.244
159654,14.70,12.55,-9.85,8,0.41,1614,0.00,0.00,0.8080,2.56,1.0000,32.19,32.50,1,1,0,2,2,2,0.00,14.51,-7.25,16.59,1.82,14.70,0.39,1.96,2.722,100.06,-10.77,11.76,13,0.244
159808,15.27,12.94,-9.74,8,0.50,1620,0.00,0.00,0.8077,3.07,1.0000,28.33,28.50,1,1,0,2,2,2,0.50,14.51,-7.25,17.14,1.82,14.70,0.00,1.18,1.590,92.11,-10.74,13.73,13,0.000
159963,16.19,12.16,-9.95,8,0.57,1614,0.00,0.00,0.8020,3.58,1.0000,28.11,28.50,1,1,0,2,2,2,0.50,14.51,-7.25,15.02,1.76,14.70,2.75,0.78,1.181,88.11,-10.96,12.94,13,-0.244
160116,15.73,12.16,-9.87,8,0.56,1619,0.00,0.00,0.8060,3.84,1.0000,28.30,28.50,1,1,0,2,2,2,0.50,14.51,-7.25,15.19,1.76,14.70,1.57,1.57,2.394,88.06,-10.87,12.16,13,0.000
160270,14.13,11.76,-9.99,8,0.55,1622,0.00,0.00,0.8117,3.58,1.0000,28.55,28.50,1,1,0,2,2,2,0.50,14.51,-7.25,14.63,1.74,14.70,3.92,1.96,1.181,83.97,-10.99,12.16,13,-0.122
160424,13.78,11.37,-10.16,8,0.54,1633,0.00,0.00,0.8147,3.58,1.0000,29.09,28.50,1,1,0,2,2,2,0.00,14.51,-7.25,12.42,1.66,14.70,2.75,3.14,4.963,76.02,-11.07,11.76,13,-0.488
160578,13.78,11.76,-10.00,8,0.50,1636,0.00,0.00,0.8060,3.33,1.0000,30.39,30.00,1,1,0,2,2,2,0.00,14.51,-7.25,14.21,1.72,14.70,3.14,1.57,2.575,75.98,-10.99,10.98,13,0.244
160732,13.67,10.98,-10.36,8,0.50,1618,0.00,0.00,0.8077,3.07,1.0000,30.09,30.00,1,1,0,2,2,2,0.00,14.51,-7.25,11.95,1.66,14.70,5.49,2.75,4.282,64.27,-11.29,11.37,13,-0.488
160886,14.13,10.98,-10.42,8,0.47,1619,0.00,0.00,0.8080,3.07,1.0000,31.32,31.50,1,1,0,2,2,2,0.00,14.51,-7.25,11.54,1.62,14.70,4.71,3.92,5.670,60.28,-11.39,10.20,13,0.000
161040,14.36,10.59,-10.34,8,0.44,1624,0.00,0.00,0.8080,2.82,1.0000,32.16,32.50,1,1,0,2,2,2,0.00,14.51,-7.25,11.10,1.60,14.70,3.53,3.92,3.139,60.08,-11.34,9.80,13,0.000
161194,14.47,10.20,-10.49,8,0.42,1642,0.00,0.00,0.8040,2.82,1.0000,32.97,33.00,1,1,0,2,2,2,0.00,14.51,-7.25,11.15,1.62,14.70,5.88,3.14,4.461,60.01,-11.49,9.80,13,-0.122
161348,14.70,10.59,-10.44,8,0.41,1646,0.00,0.00,0.8060,2.82,1.0000,33.32,33.00,1,1,0,2,2,2,0.00,14.51,-7.25,10.99,1.60,14.70,3.14,3.92,5.936,59.95,-11.44,9.80,13,0.000
161503,14.93,10.20,-10.50,8,0.40,1636,0.00,0.00,0.8040,2.82,1.0000,33.24,33.00,1,1,0,2,2,2,0.00,14.51,-7.25,11.18,1.62,14.70,5.10,2.35,3.310,60.06,-11.49,9.80,13,0.000
161656,15.04,10.20,-10.47,8,0.40,1635,0.00,0.00,0.8027,2.82,1.0000,33.33,33.50,1,1,0,2,2,2,0.00,14.51,-7.25,11.01,1.60,14.70,5.88,3.14,4.903,64.05,-11.46,9.80,13,0.000
161810,15.16,10.59,-10.25,8,0.40,1647,0.00,0.00,0.8117,2.56,1.0000,33.58,33.50,1,1,0,2,2,2,0.00,14.51,-7.25,12.71,1.66,14.70,4.31,3.92,5.791,83.81,-11.25,9.80,13,0.122
161964,15.50,12.16,-9.78,8,0.44,1647,0.00,0.00,0.8080,2.56,1.0000,31.60,31.50,1,1,0,2,2,2,0.00,14.51,-7.25,16.37,1.80,14.70,5.88,2.75,3.871,91.77,-10.77,12.55,13,0.000
162119,16.31,12.55,-9.60,8,0.51,1648,0.00,0.00,0.8080,3.07,1.0000,28.62,29.00,1,1,0,2,2,2,0.50,14.51,-7.25,16.67,1.82,14.70,3.92,3.53,5.266,91.91,-10.59,13.73,13,0.122
162272,16.88,12.94,-9.65,8,0.56,1629,0.00,0.00,0.8050,3.58,1.0000,28.41,29.00,1,1,0,2,2,2,0.50,14.51,-7.25,16.90,1.82,14.70,6.27,3.92,5.962,95.87,-10.57,12.94,13,0.000
162426,15.96,12.55,-9.86,8,0.58,1632,0.00,0.00,0.8060,3.84,1.0000,28.36,29.00,1,1,0,2,2,2,0.50,14.51,-7.25,17.58,1.76,14.70,5.10,5.49,8.251,79.95,-10.86,12.94,13,-0.122
162580,14.59,11.76,-9.95,8,0.56,1656,0.00,0.00,0.8025,3.58,1.0000,28.72,28.50,1,1,0,2,2,2,0.00,14.51,-7.25,13.59,1.70,14.70,4.31,4.31,6.671,79.74,-10.95,11.76,13,0.000
162735,14.01,11.76,-10.10,8,0.52,1663,0.00,0.00,0.8037,3.33,1.0000,29.73,29.00,1,1,0,2,2,2,0.00,14.51,-7.25,13.97,1.72,14.70,6.67,4.71,7.012,75.73,-11.09,11.37,13,0.122
162888,13.78,11.37,-10.12,8,0.50,1660,0.00,0.00,0.8000,3.33,1.0000,30.25,30.00,1,1,0,2,2,2,0.00,14.51,-7.25,12.14,1.64,14.70,5.10,4.31,6.733,71.71,-11.12,11.37,13,-0.122
163042,14.24,10.59,-10.31,8,0.47,1663,0.00,0.00,0.8050,3.07,1.0000,31.57,31.50,1,1,0,2,2,2,0.00,14.51,-7.25,11.86,1.64,14.70,7.06,3.53,5.549,63.55,-11.30,10.59,13,0.000
163196,14.24,10.20,-10.36,8,0.44,1676,0.00,0.00,0.8090,3.07,1.0000,32.84,32.50,1,1,0,2,2,2,0.00,14.51,-7.25,11.18,1.62,14.70,7.45,5.10,7.651,63.56,-11.36,10.20,13,0.000
163350,14.36,10.98,-10.20,8,0.42,1679,0.00,0.00,0.8027,3.07,1.0000,33.37,33.50,1,1,0,2,2,2,0.00,14.51,-7.25,12.35,1.66,14.70,9.02,5.10,7.708,63.73,-11.20,10.20,13,0.244
163504,14.13,10.98,-10.26,8,0.42,1662,0.00,0.00,0.8105,2.82,1.0000,32.96,33.00,1,1,0,2,2,2,0.00,14.51,-7.25,12.23,1.66,14.70,7.84,6.27,9.701,63.71,-11.26,10.59,13,0.000
163658,14.36,10.59,-10.30,8,0.43,1680,0.00,0.00,0.8050,3.07,1.0000,33.29,33.00,1,1,0,2,2,2,0.00,14.51,-7.25,11.47,1.62,14.70,9.02,5.10,7.931,63.50,-11.30,10.20,13,0.000
163813,14.36,10.98,-10.24,8,0.41,1684,0.00,0.00,0.8130,2.82,1.0000,33.66,33.50,1,1,0,2,2,2,0.00,14.51,-7.25,11.77,1.64,14.70,7.45,6.27,9.510,63.45,-11.16,10.20,13,0.000
163966,14.59,10.59,-10.38,8,0.41,1676,0.00,0.00,0.8080,2.82,1.0000,33.55,34.00,1,1,0,2,2,2,0.00,14.51,-7.25,11.77,1.64,14.70,9.80,5.88,8.630,59.54,-11.38,10.20,13,0.000
164120,14.93,10.20,-10.43,8,0.41,1678,0.00,0.00,0.8157,2.82,1.0000,33.67,34.00,1,1,0,2,2,2,0.00,14.51,-7.25,10.95,1.60,14.70,7.84,6.67,9.882,52.97,-11.43,10.20,13,0.000
164275,15.16,9.80,-10.51,8,0.40,1694,0.00,0.00,0.8080,2.82,1.0000,33.59,33.50,1,1,0,2,2,2,0.00,14.51,-7.25,10.51,1.58,14.70,9.80,5.10,7.702,52.96,-11.51,9.41,13,0.000
164428,14.81,9.41,-10.54,8,0.38,1676,0.00,0.00,0.8090,2.82,1.0000,32.26,32.50,1,1,0,2,2,2,0.00,14.51,-7.25,10.41,1.58,14.70,9.02,7.45,9.611,51.80,-11.54,9.41,13,0.000
164582,14.47,9.41,-10.59,8,0.37,1676,0.00,0.00,0.8155,2.82,1.0000,31.96,32.00,1,1,0,2,2,2,0.00,14.51,-7.25,10.46,1.58,14.70,10.98,6.27,9.419,50.28,-11.58,9.41,13,0.000
164736,14.47,9.80,-10.48,8,0.37,1690,0.00,0.00,0.8105,2.56,1.0000,31.74,31.50,1,1,0,2,2,2,0.00,14.51,-7.25,10.35,1.56,14.70,8.63,7.45,11.098,51.63,-11.47,9.02,13,0.000
164890,14.59,9.41,-10.54,8,0.37,1681,0.00,0.00,0.8100,2.56,1.0000,31.29,31.50,1,1,0,2,2,2,0.00,14.51,-7.25,10.57,1.58,14.70,10.59,5.88,9.057,51.74,-11.54,9.41,13,0.000
165044,14.93,9.41,-10.55,8,0.37,1681,0.00,0.00,0.8037,2.56,1.0000,31.41,31.50,1,1,0,2,2,2,0.00,14.51,-7.25,10.46,1.58,14.70,9.41,7.45,11.371,50.36,-11.54,9.41,13,0.000
165198,15.16,9.41,-10.57,8,0.37,1702,0.00,0.00,0.8050,2.56,1.0000,31.31,31.00,1,1,0,2,2,2,0.00,14.51,-7.25,10.57,1.58,14.70,10.59,6.27,9.951,50.11,-11.57,9.41,13,0.000
165352,15.27,9.02,-10.56,8,0.37,1682,0.00,0.00,0.8080,2.56,1.0000,31.10,31.00,1,1,0,2,2,2,0.00,14.51,-7.25,10.46,1.58,14.70,9.02,7.06,10.759,48.97,-11.56,9.41,13,0.000
165506,14.93,8.24,-10.73,8,0.36,1680,0.00,0.00,0.8080,2.56,1.0000,31.05,31.00,1,1,0,2,2,2,0.00,14.51,-7.25,9.74,1.54,14.70,11.76,5.88,8.649,41.99,-11.72,9.02,13,-0.122
165660,14.59,7.84,-10.72,8,0.35,1689,0.00,0.00,0.8155,2.56,1.0000,29.92,30.00,1,1,0,2,2,2,0.00,14.51,-7.25,9.45,1.52,14.70,10.20,7.84,11.605,42.11,-11.73,8.24,13,0.000
165814,14.59,7.84,-10.78,8,0.34,1679,0.00,0.00,0.8010,2.56,1.0000,29.06,29.00,1,1,0,2,2,2,0.00,14.51,-7.25,9.50,1.52,14.70,10.20,6.67,9.962,43.47,-11.77,8.24,13,0.000
165968,14.47,7.84,-10.70,8,0.34,1684,0.00,0.00,0.8040,2.56,1.0000,28.81,29.00,1,1,0,2,2,2,0.00,14.51,-7.25,9.60,1.52,14.70,9.02,7.45,9.677,41.88,-11.70,8.24,13,0.000
166123,14.47,7.84,-10.77,8,0.34,1702,0.00,0.00,0.8050,2.56,1.0000,28.88,28.50,1,1,0,2,2,2,0.00,14.51,-7.25,9.74,1.54,14.70,11.37,6.27,9.316,41.87,-11.76,8.63,13,0.000
166276,14.47,7.84,-10.74,8,0.34,1685,0.00,0.00,0.8080,2.56,1.0000,28.76,28.50,1,1,0,2,2,2,0.00,14.51,-7.25,9.55,1.52,14.70,9.80,6.27,9.430,42.03,-11.74,8.63,13,0.000
166430,14.47,7.84,-10.77,8,0.33,1682,0.00,0.00,0.8080,2.56,1.0000,28.79,28.50,1,1,0,2,2,2,0.00,14.51,-7.25,9.55,1.54,14.70,11.37,6.27,9.447,43.32,-11.77,8.63,13,0.000
166584,14.59,7.84,-10.73,8,0.33,1694,0.00,0.00,0.8080,2.56,1.0000,28.69,28.50,1,1,0,2,2,2,0.00,14.51,-7.25,9.60,1.54,14.70,9.41,6.67,9.734,41.94,-11.73,8.63,13,0.000
166738,14.59,7.84,-10.73,8,0.33,1679,0.00,0.00,0.8037,2.56,1.0000,28.53,28.50,1,1,0,2,2,2,0.00,14.51,-7.25,9.65,1.54,14.70,11.76,7.84,11.935,42.08,-11.72,8.63,13,0.000
166892,14.70,7.84,-10.71,8,0.33,1699,0.00,0.00,0.8105,2.56,1.0000,28.84,29.00,1,1,0,2,2,2,0.00,14.51,-7.25,9.69,1.54,14.70,11.76,6.67,9.742,41.89,-11.71,8.63,13,0.000
167045,14.70,7.84,-10.73,8,0.34,1701,0.00,0.00,0.8105,2.56,1.0000,28.84,28.50,1,1,0,2,2,2,0.00,14.51,-7.25,9.69,1.54,14.70,10.98,7.45,11.429,42.04,-11.73,8.63,13,0.000
167200,14.59,7.84,-10.73,8,0.34,1684,0.00,0.00,0.8065,2.56,1.0000,28.74,28.50,1,1,0,2,2,2,0.00,14.51,-7.25,9.84,1.54,14.70,11.37,6.27,9.510,42.03,-11.73,8.63,13,0.000
167354,14.47,7.84,-10.73,8,0.34,1697,0.00,0.00,0.8000,2.56,1.0000,29.18,29.00,1,1,0,2,2,2,0.00,14.51,-7.25,9.60,1.54,14.70,11.76,7.45,11.112,41.90,-11.72,8.63,13,0.000
167508,14.47,7.45,-10.80,8,0.34,1699,0.00,0.00,0.8050,2.56,1.0000,29.09,29.00,1,1,0,2,2,2,0.00,14.51,-7.25,9.60,1.54,14.70,11.76,6.27,9.564,41.89,-11.80,8.63,13,0.000
167663,14.36,7.84,-10.74,8,0.34,1678,0.00,0.00,0.8060,2.56,1.0000,28.70,29.00,1,1,0,2,2,2,0.00,14.51,-7.25,9.45,1.52,14.70,9.41,7.06,10.704,42.09,-11.74,8.63,13,0.000
167816,14.36,7.45,-10.80,8,0.33,1694,0.00,0.00,0.8117,2.56,1.0000,28.67,29.00,1,1,0,2,2,2,0.00,14.51,-7.25,9.45,1.52,14.70,10.98,6.27,9.098,40.56,-11.80,8.63,13,0.000
167970,14.36,7.45,-10.78,8,0.33,1693,0.00,0.00,0.8080,2.56,1.0000,28.41,28.50,1,1,0,2,2,2,0.00,14.51,-7.25,9.40,1.52,14.70,9.41,7.45,11.295,39.19,-11.77,8.24,13,0.000
168124,14.36,7.45,-10.85,8,0.33,1676,0.00,0.00,0.8050,2.56,1.0000,28.09,28.50,1,1,0,2,2,2,0.00,14.51,-7.25,9.45,1.52,14.70,10.59,6.27,9.316,39.34,-11.85,8.24,13,0.000
168278,14.47,7.45,-10.83,8,0.33,1690,0.00,0.00,0.8100,2.30,1.0000,28.11,28.00,1,1,0,2,2,2,0.00,14.51,-7.25,9.35,1.52,14.70,8.63,6.67,10.138,39.20,-11.82,8.24,13,0.000
168432,14.59,7.45,-10.85,8,0.33,1690,0.00,0.00,0.8105,2.30,1.0000,28.02,28.00,1,1,0,2,2,2,0.00,14.51,-7.25,9.30,1.52,14.70,10.20,5.49,8.516,39.21,-11.84,8.24,13,0.000
