Time (msec),A/F Sensor #1 (AFR),Boost Error* (psi),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Fine Learning Knock Correction (degrees),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Learned Ignition Timing (degrees),Manifold Absolute Pressure (4-byte)* (psi absolute),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Open Loop Map Enrichment (2-byte)** (estimated AFR),Primary WGDC Maximum (1-byte)** (%),Primary Wastegate Duty Cycle (%),Primary Wastegate Duty Maximum* (4-byte)* (%),Requested Torque* (raw ecu value),Target Boost Relative (4-byte)* (psi relative),Throttle Plate Opening Angle (4-byte)* (%),Tip-in Enrichment (Last Calculated)* (raw ecu value),Tip-in Throttle* (%)
485355,14.59,0.41,8,0.93,2398,0.00,0.00,0.8155,5.12,1.0000,28.08,30.00,22,19,0,1,0,1,2.00,14.52,37.60,2.30,14.70,56.08,45.88,56.605,181.83,-0.77,22.08,16,0.000
485518,14.47,0.18,8,0.94,2375,0.00,0.00,0.8230,5.12,1.0000,28.01,30.00,22,19,0,1,0,1,2.00,14.52,36.96,2.30,14.70,56.47,45.49,56.141,175.60,-0.89,21.77,16,0.000
485681,14.36,0.15,8,0.92,2400,0.00,0.00,0.8280,5.12,1.0000,28.93,31.00,21,18,0,1,0,1,2.00,14.52,36.19,2.30,14.70,56.08,45.49,56.134,172.78,-0.94,21.47,16,0.000
485845,14.59,0.31,8,0.91,2378,0.00,0.00,0.8430,4.86,1.0000,28.70,31.00,22,19,0,1,0,1,2.00,14.52,37.35,2.30,14.70,56.86,45.88,56.123,178.57,-0.64,22.08,16,0.000
486007,14.59,0.01,8,0.93,2392,0.00,0.00,0.8280,5.12,1.0000,28.12,30.50,22,20,0,1,0,1,2.00,14.52,37.35,2.32,14.70,56.47,45.88,56.546,175.80,-0.76,21.77,16,0.000
486171,14.36,0.05,8,0.92,2380,0.00,0.00,0.8305,5.12,1.0000,28.74,30.50,22,21,0,1,0,1,2.00,14.52,36.71,2.30,14.70,56.08,46.27,56.654,178.57,-0.90,22.08,16,0.122
486333,14.47,0.08,8,0.94,2381,0.00,0.00,0.8155,5.12,1.0000,27.69,30.00,22,21,0,1,0,1,2.00,14.52,37.35,2.32,14.70,56.86,46.27,56.682,178.77,-0.65,22.07,16,0.000
486496,14.47,0.11,8,0.93,2400,0.00,0.00,0.8205,5.12,1.0000,28.39,30.00,22,22,0,1,0,1,2.00,14.52,36.58,2.30,14.70,56.08,45.88,56.560,178.59,-0.84,22.08,16,0.000
486659,14.59,0.33,8,0.93,2380,0.00,0.00,0.8330,5.12,1.0000,28.16,30.50,22,23,0,1,0,1,2.00,14.52,37.47,2.32,14.70,56.08,46.67,56.190,181.80,-0.86,22.38,16,0.122
486822,14.59,0.20,8,0.94,2394,0.00,0.00,0.8405,5.12,1.0000,27.64,30.00,22,23,0,1,0,1,2.00,14.52,37.60,2.32,14.70,56.86,46.27,56.314,187.51,-0.54,22.69,16,0.000
486984,14.36,0.30,8,0.94,2383,0.00,0.00,0.8230,5.12,1.0000,27.89,30.00,22,24,0,1,0,1,2.50,14.52,37.22,2.30,14.70,56.86,45.88,56.734,178.76,-0.61,22.07,16,0.000
487147,14.36,0.08,8,0.93,2398,0.00,0.00,0.8255,5.12,1.0000,28.33,30.00,22,24,0,1,0,1,2.00,14.52,36.71,2.30,14.70,56.47,46.27,56.240,178.59,-0.62,22.07,16,0.000
487311,14.59,0.11,8,0.93,2376,0.00,0.00,0.8155,4.86,1.0000,28.14,30.50,22,24,0,1,0,1,2.00,14.52,37.60,2.30,14.70,56.08,46.27,56.635,181.78,-0.66,22.38,16,0.000
487474,14.59,0.25,8,0.93,2390,0.00,0.00,0.8205,5.12,1.0000,28.12,30.00,22,24,0,1,0,1,2.00,14.52,37.09,2.30,14.70,56.08,45.49,56.270,178.52,-0.83,21.77,16,-0.122
487636,14.36,0.09,8,0.92,2382,0.00,0.00,0.8280,5.12,1.0000,28.63,30.50,22,22,0,1,0,1,2.00,14.52,36.45,2.30,14.70,56.47,46.27,56.242,175.59,-0.86,21.77,16,0.122
487799,14.36,0.35,8,0.92,2402,0.00,0.00,0.8380,5.12,1.0000,28.49,30.50,21,22,0,1,0,1,2.00,14.52,37.99,2.30,14.70,56.08,45.88,56.064,181.61,-0.92,22.38,16,0.000
487962,14.59,0.49,8,0.94,2372,0.00,0.00,0.8255,5.12,1.0000,27.49,30.00,21,21,0,1,0,1,2.00,14.52,37.60,2.32,14.70,56.86,45.49,56.048,178.72,-1.85,22.38,16,0.000
488125,14.47,0.08,8,0.93,2394,0.00,0.00,0.8280,5.12,1.0000,28.32,30.00,22,20,0,1,0,1,2.00,14.52,36.58,2.32,14.70,56.86,45.88,56.703,175.78,-0.63,22.07,16,0.000
488288,14.47,0.06,8,0.91,2384,0.00,0.00,0.8305,4.86,1.0000,28.87,31.00,22,20,0,1,0,1,2.00,14.52,37.22,2.28,14.70,56.08,46.67,56.771,181.74,-0.88,22.07,16,0.122
488451,14.70,0.20,8,0.93,2402,0.00,0.00,0.8280,5.12,1.0000,28.43,30.50,21,19,0,1,0,1,2.00,14.52,37.12,2.32,14.70,56.86,46.27,56.693,178.76,-0.59,22.38,16,-0.122
488614,14.47,0.06,8,0.92,2378,0.00,0.00,0.8280,5.12,1.0000,28.56,30.50,21,19,0,1,0,1,2.00,14.52,36.61,2.30,14.70,56.08,45.88,56.513,175.76,-0.84,22.06,16,0.000
488778,14.36,0.27,8,0.92,2392,0.00,0.00,0.8180,5.12,1.0000,28.84,30.50,22,20,0,1,0,1,2.00,14.52,36.87,2.32,14.70,56.86,45.49,56.049,178.53,-0.93,21.77,16,0.000
488940,14.47,0.13,8,0.92,2376,0.00,0.00,0.8130,5.12,1.0000,28.50,30.50,22,20,0,1,0,1,2.00,14.52,37.00,2.30,14.70,56.86,45.88,56.845,175.53,-0.58,21.77,16,0.000
489103,14.59,0.35,8,0.93,2410,0.00,0.00,0.8180,4.86,1.0000,28.58,30.50,21,21,0,1,0,1,2.00,14.52,37.25,2.32,14.70,56.86,46.27,56.358,181.62,-0.79,22.38,16,0.000
489266,14.59,0.20,8,0.93,2383,0.00,0.00,0.8330,5.12,1.0000,27.92,30.00,22,21,0,1,0,1,2.00,14.52,37.51,2.32,14.70,56.47,46.67,56.541,181.59,-0.71,22.38,16,0.000
489429,14.47,0.13,8,0.94,2395,0.00,0.00,0.8280,5.12,1.0000,27.95,30.00,22,22,0,1,0,1,2.00,14.52,37.38,2.32,14.70,56.47,46.27,56.669,178.78,-0.20,22.07,16,0.000
489592,14.36,0.17,8,0.93,2375,0.00,0.00,0.8280,5.12,1.0000,28.25,30.50,22,22,0,1,0,1,2.00,14.52,37.00,2.30,14.70,56.08,46.67,56.231,181.70,-0.79,22.38,16,0.000
489755,14.59,0.19,8,0.93,2405,0.00,0.00,0.8105,5.12,1.0000,28.58,30.50,22,23,0,1,0,1,2.00,14.52,37.12,2.32,14.70,56.47,46.67,56.611,181.69,-0.76,22.38,16,0.000
489917,14.59,0.36,8,0.93,2380,0.00,0.00,0.8155,5.12,1.0000,28.21,30.50,22,23,0,1,0,1,2.00,14.52,37.25,2.32,14.70,56.08,46.27,56.144,181.76,-0.83,22.38,16,0.000
490080,14.47,0.32,8,0.93,2390,0.00,0.00,0.8180,5.12,1.0000,28.52,30.50,22,24,0,1,0,1,2.00,14.52,36.61,2.32,14.70,56.86,46.27,56.158,175.76,-0.63,21.76,16,0.000
490242,14.36,0.09,8,0.92,2380,0.00,0.00,0.8380,5.12,1.0000,28.77,31.00,22,24,0,1,0,1,2.00,14.52,37.12,2.32,14.70,56.86,46.27,56.708,178.49,-0.63,22.07,16,0.000
490406,14.59,0.17,8,0.93,2410,0.00,0.00,0.8255,5.12,1.0000,28.09,30.00,22,24,0,1,0,1,2.00,14.52,37.76,2.32,14.70,56.47,45.49,56.480,178.71,-0.72,22.07,16,-0.122
490568,14.47,0.11,8,0.92,2384,0.00,0.00,0.8230,5.12,1.0000,28.74,30.50,22,23,0,1,0,1,2.00,14.52,36.74,2.30,14.70,56.47,45.88,56.622,175.66,-0.77,21.76,16,0.000
490731,14.47,0.39,8,0.92,2398,0.00,0.00,0.8155,5.12,1.0000,28.88,30.50,22,22,0,1,0,1,2.00,14.52,37.12,2.32,14.70,56.47,45.88,56.429,178.75,-0.81,22.07,16,0.000
490895,14.59,0.10,8,0.93,2390,0.00,0.00,0.8255,5.12,1.0000,28.49,30.50,22,22,0,1,0,1,2.00,14.52,36.61,2.30,14.70,56.08,45.88,56.287,175.75,-0.82,22.07,16,-0.122
491057,14.47,0.38,8,0.91,2406,0.00,0.00,0.8205,4.86,1.0000,29.32,31.00,22,21,0,1,0,1,2.00,14.52,36.87,2.30,14.70,56.08,45.49,56.138,175.76,-1.01,21.46,16,0.122
491220,14.47,0.48,8,0.92,2380,0.00,0.00,0.8255,4.86,1.0000,28.88,31.00,22,20,0,1,0,1,2.00,14.52,36.87,2.30,14.70,56.86,45.49,56.261,175.63,-1.86,21.76,16,0.000
491383,14.59,0.03,8,0.92,2401,0.00,0.00,0.8305,5.12,1.0000,29.22,31.00,22,19,0,1,0,1,2.00,14.52,36.10,2.30,14.70,56.86,45.10,56.822,172.74,-0.60,21.75,16,0.000
491546,14.36,0.20,8,0.90,2392,0.00,0.00,0.8330,4.86,1.0000,29.85,31.50,22,19,0,1,0,1,2.00,14.52,36.48,2.28,14.70,56.86,45.88,56.485,175.65,-0.75,21.46,16,0.000
491709,14.59,0.26,8,0.92,2413,0.00,0.00,0.8180,4.86,1.0000,28.67,31.00,22,19,0,1,0,1,2.00,14.52,37.63,2.32,14.70,56.86,45.88,56.846,178.65,-0.53,22.07,16,0.000
491871,14.47,0.10,8,0.92,2386,0.00,0.00,0.8205,5.12,1.0000,28.70,30.50,22,20,0,1,0,1,2.00,14.52,36.48,2.30,14.70,56.47,45.49,56.724,175.63,-0.83,21.76,16,0.000
492034,14.36,0.12,8,0.92,2403,0.00,0.00,0.8205,5.12,1.0000,29.28,31.00,22,21,0,1,0,1,2.00,14.52,36.61,2.30,14.70,56.47,46.67,56.405,175.75,-0.88,21.45,16,0.122
492196,14.59,0.32,8,0.92,2389,0.00,0.00,0.8155,4.86,1.0000,28.88,31.00,22,21,0,1,0,1,2.00,14.52,36.61,2.32,14.70,56.47,45.88,56.919,175.60,-0.71,22.07,16,-0.122
492359,14.59,0.40,8,0.92,2416,0.00,0.00,0.8230,5.12,1.0000,28.95,30.50,22,22,0,1,0,1,2.00,14.52,36.61,2.32,14.70,56.86,45.49,56.629,172.74,-0.72,21.76,16,0.000
492522,14.36,0.42,8,0.92,2385,0.00,0.00,0.8305,5.12,1.0000,29.08,31.00,22,22,0,1,0,1,2.00,14.52,36.61,2.30,14.70,56.86,45.88,56.510,175.65,-0.51,21.76,16,0.122
492685,14.47,0.31,8,0.92,2405,0.00,0.00,0.8330,5.12,1.0000,28.97,31.00,22,23,0,1,0,1,2.00,14.52,37.38,2.30,14.70,56.86,45.88,56.673,172.64,-0.70,21.45,16,0.000
492848,14.47,0.07,8,0.92,2395,0.00,0.00,0.8280,4.86,1.0000,29.09,31.00,22,24,0,1,0,1,2.00,14.52,36.87,2.30,14.70,57.25,45.49,57.072,169.73,-0.42,21.45,16,-0.122
493010,14.47,0.15,8,0.91,2420,0.00,0.00,0.8180,4.86,1.0000,29.61,31.00,22,24,0,1,0,1,2.00,14.52,36.36,2.30,14.70,56.47,45.49,56.938,169.73,-0.79,21.45,16,0.000
493173,14.47,0.21,8,0.91,2398,0.00,0.00,0.8405,4.86,1.0000,29.55,31.50,22,24,0,1,0,1,2.00,14.52,36.48,2.30,14.70,56.86,45.88,56.887,172.76,-0.66,21.44,16,0.000
493336,14.47,0.20,8,0.91,2414,0.00,0.00,0.8255,4.86,1.0000,29.81,31.50,23,23,0,1,0,1,2.00,14.52,35.97,2.30,14.70,56.86,45.88,57.003,172.69,-0.19,21.45,16,0.000
493499,14.59,0.42,8,0.91,2394,0.00,0.00,0.8255,4.86,1.0000,29.59,31.50,22,22,0,1,0,1,2.00,14.52,36.43,2.30,14.70,56.47,45.88,56.643,169.72,-0.76,21.15,16,-0.122
493662,14.47,0.23,8,0.91,2404,0.00,0.00,0.8205,4.86,1.0000,29.71,31.50,22,21,0,1,0,1,2.00,14.52,36.71,2.30,14.70,56.86,45.49,56.994,172.70,-0.71,21.45,16,0.000
493825,14.36,0.49,8,0.91,2414,0.00,0.00,0.8305,4.86,1.0000,29.58,31.50,22,20,0,1,0,1,2.00,14.52,36.71,2.30,14.70,56.86,45.49,56.703,172.76,-0.74,21.45,16,0.000
493988,14.47,0.33,8,0.91,2398,0.00,0.00,0.8155,4.86,1.0000,29.73,31.50,22,20,0,1,0,1,2.00,14.52,36.32,2.30,14.70,57.25,45.49,56.611,169.68,-0.52,21.14,16,0.000
494151,14.47,0.42,8,0.90,2426,0.00,0.00,0.8280,4.86,1.0000,30.40,32.00,22,20,0,1,0,1,2.00,14.52,36.32,2.28,14.70,57.25,46.27,56.760,172.74,-0.74,21.15,16,0.244
494314,14.59,0.33,8,0.91,2405,0.00,0.00,0.8155,4.86,1.0000,29.45,31.50,22,20,0,1,0,1,2.00,14.52,36.71,2.30,14.70,56.86,46.27,57.050,175.69,-0.49,21.75,16,-0.122
494477,14.47,0.50,8,0.91,2420,0.00,0.00,0.8355,5.12,1.0000,29.94,31.50,22,20,0,1,0,1,2.00,14.52,36.32,2.30,14.70,57.25,45.88,57.115,172.69,-0.45,21.45,16,0.000
494640,14.36,0.26,8,0.91,2408,0.00,0.00,0.8305,4.86,1.0000,29.56,32.00,22,21,0,1,0,1,2.00,14.52,37.22,2.30,14.70,57.25,46.67,57.254,175.74,-0.35,21.76,16,0.000
494803,14.47,0.37,8,0.91,2431,0.00,0.00,0.8130,4.86,1.0000,29.39,31.50,22,21,0,1,0,1,2.00,14.52,37.35,2.30,14.70,56.86,46.27,57.187,175.76,-0.57,21.76,16,0.000
494965,14.47,0.35,8,0.92,2411,0.00,0.00,0.8280,5.12,1.0000,29.05,31.00,22,22,0,1,0,1,2.00,14.52,37.22,2.30,14.70,57.25,46.67,57.271,175.77,-0.27,21.76,16,-0.122
495128,14.36,0.28,8,0.90,2406,0.00,0.00,0.8255,4.86,1.0000,30.50,31.50,22,23,0,1,0,1,2.00,14.52,35.05,2.28,14.70,56.86,44.71,57.308,163.70,-0.67,20.53,16,0.000
495292,14.47,0.28,8,0.89,2368,0.00,0.00,0.8180,4.86,1.0000,31.37,32.50,22,23,0,1,0,1,1.50,14.52,35.05,2.28,14.70,56.86,43.53,56.897,154.56,-0.66,20.22,16,0.000
495454,14.59,0.52,8,0.86,2475,0.00,0.00,0.8305,4.61,1.0000,32.36,33.50,22,24,0,1,0,1,1.50,14.52,34.28,2.28,14.70,56.86,42.35,57.251,154.55,-0.63,19.61,16,-0.122
495617,14.47,0.40,8,0.84,2426,0.00,0.00,0.8330,4.61,1.0000,33.51,34.00,23,24,0,1,0,1,1.50,14.52,32.40,2.26,14.70,56.86,40.39,56.965,132.71,-0.64,18.39,16,0.000
495781,14.24,0.40,8,0.80,2410,0.00,0.00,0.8280,4.35,1.0000,35.02,35.50,23,25,0,1,0,1,1.00,14.52,32.17,2.20,14.70,56.86,40.78,57.254,132.72,-0.71,18.08,16,0.000
495943,14.59,0.49,8,0.81,2431,0.00,0.00,0.8205,4.35,1.0000,34.73,36.00,22,24,0,1,0,1,1.00,14.52,33.26,2.22,14.70,57.25,42.35,56.903,141.47,-0.68,18.69,16,0.000
496106,14.70,0.55,8,0.82,2369,0.00,0.00,0.8305,4.61,1.0000,34.07,35.50,22,23,0,1,0,1,1.00,14.52,34.28,2.24,14.70,56.86,42.75,56.957,150.17,-0.64,19.00,16,0.000
496269,14.59,0.48,8,0.84,2406,0.00,0.00,0.8280,4.61,1.0000,33.26,34.50,22,23,0,1,0,1,1.00,14.52,33.89,2.26,14.70,57.25,42.35,56.889,150.18,-0.68,19.30,16,0.000
496432,14.24,0.44,8,0.85,2371,0.00,0.00,0.8205,4.86,1.0000,33.09,34.50,22,21,0,1,0,1,1.50,14.52,34.54,2.26,14.70,57.25,43.14,57.356,154.53,-0.41,19.30,16,0.122
496595,14.24,0.51,8,0.85,2474,0.00,0.00,0.8380,4.61,1.0000,32.66,34.50,22,21,0,1,0,1,1.50,14.52,34.92,2.26,14.70,57.25,43.53,56.906,157.68,-1.76,19.62,16,0.000
496758,14.70,0.28,8,0.86,2426,0.00,0.00,0.8380,4.61,1.0000,32.44,34.00,22,20,0,1,0,1,1.50,14.52,34.92,2.28,14.70,57.25,43.92,57.279,157.68,-0.43,19.62,16,0.000
496921,14.59,0.51,8,0.86,2409,0.00,0.00,0.8130,4.86,1.0000,32.25,34.00,23,20,0,1,0,1,1.50,14.52,34.79,2.26,14.70,57.25,43.53,56.913,157.67,-0.44,20.22,16,0.000
497084,14.47,0.27,8,0.87,2432,0.00,0.00,0.8305,4.86,1.0000,32.03,33.50,22,19,0,1,0,1,1.50,14.52,35.05,2.28,14.70,57.25,44.31,57.351,160.67,-0.37,20.22,16,0.000
497247,14.36,0.30,8,0.88,2427,0.00,0.00,0.8255,4.86,1.0000,31.71,33.50,22,20,0,1,0,1,1.50,14.52,35.18,2.28,14.70,57.25,45.49,57.224,160.68,-0.38,20.22,16,0.000
497410,14.47,0.33,8,0.89,2416,0.00,0.00,0.8255,4.86,1.0000,30.79,33.00,23,20,0,1,0,1,1.50,14.52,36.45,2.30,14.70,57.25,46.27,57.362,169.67,-0.34,20.83,16,0.000
497573,14.59,0.44,8,0.90,2373,0.00,0.00,0.8280,4.86,1.0000,30.40,32.50,22,21,0,1,0,1,2.00,14.52,36.84,2.30,14.70,56.86,46.67,57.394,172.72,-0.60,21.45,16,0.122
497736,14.47,0.49,8,0.91,2479,0.00,0.00,0.8355,4.86,1.0000,29.53,31.50,22,21,0,1,0,1,2.00,14.52,37.21,2.32,14.70,56.86,46.67,57.380,175.68,-0.19,21.75,16,0.000
497899,14.47,0.74,8,0.91,2432,0.00,0.00,0.8155,5.12,1.0000,29.57,31.00,23,22,0,1,0,1,2.00,14.52,36.71,2.32,14.70,57.25,47.06,57.062,175.73,-0.37,21.75,16,0.000
498061,14.47,0.49,8,0.91,2421,0.00,0.00,0.8130,4.86,1.0000,29.46,31.50,23,23,0,1,0,1,2.00,14.52,36.83,2.30,14.70,56.86,47.45,57.402,175.74,-0.18,21.75,16,0.000
498224,14.47,0.85,8,0.91,2484,0.00,0.00,0.8230,4.86,1.0000,29.33,31.50,22,23,0,1,0,1,2.00,14.52,37.35,2.30,14.70,56.86,47.06,56.990,178.69,-0.42,22.06,16,0.000
498387,14.59,0.72,8,0.92,2372,0.00,0.00,0.8130,5.12,1.0000,28.80,31.00,23,24,0,1,0,1,2.00,14.52,37.60,2.34,14.70,57.25,47.45,57.406,181.77,-0.06,22.36,16,0.000
498551,14.47,0.95,8,0.93,2486,0.00,0.00,0.8205,5.12,1.0000,28.63,30.50,23,24,0,1,0,1,2.00,14.52,37.47,2.32,14.70,57.25,47.06,57.162,181.68,-0.23,22.36,16,0.000
498714,14.47,0.68,8,0.93,2448,0.00,0.00,0.8230,5.12,1.0000,28.58,30.50,22,24,0,1,0,1,2.00,14.52,37.73,2.32,14.70,57.25,47.45,57.170,181.75,-0.27,22.36,16,0.000
498876,14.47,0.93,8,0.92,2382,0.00,0.00,0.8280,5.12,1.0000,28.77,31.00,22,25,0,1,0,1,2.00,14.52,37.35,2.32,14.70,57.25,47.06,57.142,181.79,-0.25,22.36,16,0.000
499039,14.59,0.88,8,0.92,2489,0.00,0.00,0.8230,5.12,1.0000,28.80,31.00,23,24,0,1,0,1,2.00,14.52,37.86,2.32,14.70,57.25,47.06,57.195,181.70,-0.18,22.36,16,0.000
499202,14.47,1.06,8,0.93,2384,0.00,0.00,0.8280,5.12,1.0000,28.90,30.50,22,23,0,1,0,1,2.00,14.52,37.47,2.32,14.70,57.25,47.06,57.252,181.76,-0.16,22.36,16,0.000
499366,14.36,1.03,8,0.92,2428,0.00,0.00,0.8230,5.12,1.0000,28.99,31.00,22,22,0,1,0,1,2.00,14.52,37.35,2.32,14.70,57.25,47.06,57.264,178.78,-0.27,22.05,16,0.000
499528,14.47,0.98,8,0.91,2447,0.00,0.00,0.8430,4.86,1.0000,29.50,31.00,23,22,0,1,0,1,2.00,14.52,37.09,2.30,14.70,57.65,47.06,57.271,178.70,-0.21,22.05,16,0.000
499692,14.47,0.93,8,0.92,2386,0.00,0.00,0.8430,4.86,1.0000,29.37,31.50,22,21,0,1,0,1,2.00,14.52,37.22,2.32,14.70,57.25,47.45,57.334,178.75,-0.10,22.05,16,0.000
499854,14.47,1.09,8,0.92,2432,0.00,0.00,0.8430,5.12,1.0000,29.16,31.50,22,20,0,1,0,1,2.00,14.52,37.60,2.30,14.70,57.65,46.67,57.371,178.69,-0.07,22.05,16,0.000
500017,14.47,1.04,8,0.92,2454,0.00,0.00,0.8130,5.12,1.0000,29.34,31.00,23,20,0,1,0,1,2.00,14.52,36.84,2.32,14.70,57.25,46.67,57.354,175.77,-0.21,21.75,16,0.000
500180,14.36,0.98,8,0.91,2460,0.00,0.00,0.8180,4.86,1.0000,29.93,31.50,23,20,0,1,0,1,2.00,14.52,37.09,2.30,14.70,57.65,47.45,57.383,175.75,-0.50,21.75,16,0.244
500343,14.59,1.12,8,0.92,2436,0.00,0.00,0.8205,4.86,1.0000,28.97,31.50,22,20,0,1,0,1,2.00,14.52,37.73,2.32,14.70,57.25,46.67,57.384,178.73,-0.06,22.35,16,0.000
500506,14.47,0.95,8,0.91,2454,0.00,0.00,0.8155,4.86,1.0000,30.08,31.00,23,21,0,1,0,1,2.00,14.52,36.07,2.30,14.70,57.65,45.49,57.392,166.66,-0.00,21.13,16,0.000
500669,14.36,0.92,8,0.88,2438,0.00,0.00,0.8355,4.86,1.0000,31.19,32.50,23,21,0,1,0,1,2.00,14.52,35.94,2.28,14.70,57.25,46.27,57.375,169.72,-0.33,20.83,16,0.000
500831,14.70,1.04,8,0.90,2440,0.00,0.00,0.8430,4.86,1.0000,30.26,32.50,22,22,0,1,0,1,1.50,14.52,37.35,2.32,14.70,57.65,46.67,57.428,172.69,-0.13,21.74,16,-0.122
500994,14.47,0.97,8,0.90,2461,0.00,0.00,0.8355,4.86,1.0000,30.52,32.00,23,23,0,1,0,1,2.00,14.52,36.32,2.30,14.70,57.65,46.67,57.409,172.69,-0.24,21.44,16,-0.122
501157,14.36,1.18,8,0.90,2444,0.00,0.00,0.8180,4.86,1.0000,30.28,32.50,23,23,0,1,0,1,2.00,14.52,37.60,2.30,14.70,57.25,47.06,57.548,178.79,-0.21,21.75,16,0.122
501320,14.47,1.07,8,0.91,2437,0.00,0.00,0.8155,4.86,1.0000,29.54,31.00,22,23,0,1,0,1,2.00,14.52,36.20,2.32,14.70,57.65,47.06,57.451,172.68,-0.08,21.75,16,0.000
501483,14.47,1.20,8,0.90,2468,0.00,0.00,0.8280,4.86,1.0000,30.22,32.00,23,24,0,1,0,1,2.00,14.52,37.99,2.30,14.70,57.65,48.24,57.627,178.73,-0.01,21.75,16,0.122
501646,14.70,0.99,8,0.94,2444,0.00,0.00,0.8330,5.12,1.0000,28.21,31.00,23,25,0,1,0,1,2.00,14.52,39.02,2.34,14.70,57.25,47.84,57.754,184.83,0.17,22.66,16,-0.122
501809,14.36,0.94,8,0.91,2444,0.00,0.00,0.8255,5.12,1.0000,30.11,31.00,22,25,0,1,0,1,2.00,14.52,36.07,2.28,14.70,57.25,45.88,57.316,163.64,-0.24,20.83,16,0.000
501972,14.24,0.79,8,0.89,2461,0.00,0.00,0.8305,4.86,1.0000,31.14,32.50,23,25,0,1,0,1,1.50,14.52,36.96,2.28,14.70,57.65,47.45,57.907,175.75,0.01,21.13,16,0.244
502135,14.81,1.12,8,0.92,2445,0.00,0.00,0.8305,4.86,1.0000,29.15,31.50,23,24,0,1,0,1,2.00,14.52,37.85,2.34,14.70,57.65,46.27,57.566,178.76,0.08,22.05,16,-0.488
502298,14.24,0.65,8,0.88,2447,0.00,0.00,0.8180,4.86,1.0000,31.73,32.00,22,23,0,1,0,1,2.00,14.52,34.66,2.26,14.70,57.65,46.27,57.822,160.62,-0.30,19.91,16,0.000
502461,14.36,0.95,8,0.89,2461,0.00,0.00,0.8180,4.86,1.0000,30.76,33.00,23,22,0,1,0,1,1.50,14.52,37.99,2.30,14.70,57.65,47.45,57.505,175.77,-0.23,21.45,16,0.000
502624,14.59,0.97,8,0.90,2470,0.00,0.00,0.8305,4.86,1.0000,30.19,32.00,23,21,0,1,0,1,2.00,14.52,35.56,2.32,14.70,57.65,43.92,57.939,166.68,-0.07,21.58,16,-0.244
502787,14.24,0.60,8,0.85,2449,0.00,0.00,0.8405,4.61,1.0000,33.33,33.50,22,20,0,1,0,1,1.50,14.52,33.39,2.24,14.70,57.65,43.92,57.966,150.01,-0.06,18.99,16,0.122
502950,14.47,0.73,8,0.84,2470,0.00,0.00,0.8255,4.61,1.0000,33.65,35.00,23,20,0,1,0,1,1.00,14.52,34.28,2.26,14.70,57.65,43.14,57.949,149.99,-0.28,19.29,16,0.000
503113,14.70,0.60,8,0.82,2470,0.00,0.00,0.8230,4.61,1.0000,34.57,35.00,23,20,0,1,0,1,1.00,14.52,31.93,2.24,14.70,57.65,41.18,57.838,132.44,-0.19,18.37,16,0.000
503276,14.36,0.47,8,0.77,2442,0.00,0.00,0.8255,4.35,1.0000,36.65,36.00,22,20,0,1,0,1,1.00,14.52,28.23,2.18,14.70,58.04,41.18,57.988,101.83,-0.24,16.84,16,-0.366
503439,13.78,0.22,8,0.62,2456,0.00,0.00,0.8230,3.84,1.0000,39.01,39.00,23,21,0,1,0,1,0.00,14.52,17.56,2.00,14.70,57.65,40.39,57.964,41.66,-0.18,12.23,16,-0.122
503602,13.67,0.11,8,0.44,2459,0.00,0.00,0.8155,2.82,1.0000,38.76,39.50,21,21,0,1,0,1,0.00,14.52,13.48,1.74,14.70,57.65,0.00,57.793,126.33,-0.85,0.30,16,-0.122
503764,14.59,0.09,8,0.34,2434,0.00,0.00,0.8155,2.30,1.0000,30.40,34.00,6,13,0,1,0,1,0.00,14.52,11.06,1.64,14.70,57.25,0.00,57.761,22.05,-0.86,0.00,16,0.000
503927,14.81,0.05,8,0.27,2458,0.00,0.00,0.8205,2.05,1.0000,25.60,27.00,2,1,0,1,0,1,0.00,14.52,8.93,1.54,14.70,57.65,0.00,57.766,12.46,-0.96,0.00,16,-0.122
504090,16.42,0.14,8,0.22,2409,0.00,0.00,0.8180,0.00,1.0000,23.95,24.00,2,1,0,1,0,1,0.00,14.52,7.24,1.44,14.70,56.86,0.00,57.630,2.60,-0.81,0.00,16,-0.122
504253,18.03,0.11,8,0.18,2491,0.00,0.00,0.8105,0.00,1.0000,23.95,24.00,2,1,0,1,0,1,0.00,14.52,6.67,1.38,14.70,57.65,0.00,57.775,0.00,-1.06,0.00,16,0.000
504416,18.49,0.07,8,0.17,2373,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,2,1,0,1,0,1,0.00,14.52,6.71,1.38,14.70,56.86,0.00,57.588,0.00,-0.80,0.00,16,0.000
