Time (msec),A/F Sensor #1 (AFR),Boost Error* (psi),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Fine Learning Knock Correction (degrees),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Learned Ignition Timing (degrees),Manifold Absolute Pressure (4-byte)* (psi absolute),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Open Loop Map Enrichment (2-byte)** (estimated AFR),Primary WGDC Maximum (1-byte)** (%),Primary Wastegate Duty Cycle (%),Primary Wastegate Duty Maximum* (4-byte)* (%),Requested Torque* (raw ecu value),Target Boost Relative (4-byte)* (psi relative),Throttle Plate Opening Angle (4-byte)* (%),Tip-in Enrichment (Last Calculated)* (raw ecu value),Tip-in Throttle* (%)
521682,20.33,0.10,10,0.17,2952,0.00,0.00,0.8380,0.00,1.0000,23.95,24.00,4,2,1,24,0,0,0.00,14.53,7.99,1.48,14.70,63.53,0.00,63.448,0.00,-1.88,0.00,26,0.000
521845,20.33,2.01,10,0.16,3120,0.00,0.00,0.8105,0.00,1.0000,23.95,24.00,4,2,1,24,0,0,0.00,14.53,7.94,1.46,14.70,63.53,0.00,63.461,0.00,0.03,0.00,26,0.000
522008,20.33,5.27,10,0.15,3338,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,3,2,1,24,0,0,0.00,14.53,8.48,1.48,14.70,63.53,0.00,63.418,0.00,3.33,0.00,26,0.000
522171,20.33,5.77,10,0.15,3284,0.00,0.00,0.8027,0.00,1.0000,23.95,24.00,3,3,1,24,0,0,0.00,14.53,8.48,1.50,14.70,62.75,0.00,62.592,0.00,4.84,0.00,26,0.000
522334,20.33,4.81,10,0.15,3271,0.00,0.00,0.8017,0.00,1.0000,23.95,24.00,3,3,1,24,0,0,0.00,14.47,8.33,1.48,14.70,63.14,0.00,63.087,0.00,3.95,0.00,26,0.000
522497,20.33,4.04,10,0.16,3182,0.00,0.00,0.8080,0.00,1.0000,23.95,24.00,3,3,1,24,0,0,0.00,14.53,8.58,1.48,14.70,63.53,0.00,63.097,0.00,3.12,0.00,26,0.000
522660,20.33,3.09,10,0.16,3102,0.00,0.00,0.8060,0.00,1.0000,23.95,24.00,3,3,1,24,0,0,0.00,14.47,8.53,1.48,14.70,63.53,0.00,63.528,0.00,2.51,0.00,26,0.000
522822,20.33,1.87,10,0.16,3049,0.00,0.00,0.8007,0.00,1.0000,23.95,24.00,4,2,1,24,0,0,0.00,14.55,8.12,1.46,14.70,63.53,0.00,63.532,0.00,0.95,0.00,26,0.000
522985,20.33,0.81,10,0.16,2895,0.00,0.00,0.8080,0.00,1.0000,23.95,24.00,4,2,1,24,0,0,0.00,14.53,8.16,1.48,14.70,63.53,0.00,63.547,0.00,0.11,0.00,26,0.000
523148,20.33,0.37,10,0.17,2915,0.00,0.00,0.7998,0.00,1.0000,23.95,24.00,4,2,1,24,0,0,0.00,14.55,8.03,1.46,14.70,63.53,0.00,63.558,0.00,-0.41,0.00,26,0.000
523311,20.33,-1.26,10,0.17,2848,0.00,0.00,0.8007,0.00,1.0000,23.95,24.00,4,2,1,24,0,0,0.00,14.55,8.12,1.46,14.70,63.53,0.00,63.572,0.00,-1.94,0.00,26,0.000
523474,20.33,-1.61,10,0.17,2808,0.00,0.00,0.8027,0.00,1.0000,23.95,24.00,4,2,1,24,0,0,0.00,14.53,7.94,1.46,14.70,63.53,0.00,63.404,0.00,-2.72,0.00,26,-0.122
523637,20.33,-1.45,10,0.17,2724,0.00,0.00,0.8007,0.00,1.0000,23.95,24.00,4,2,1,24,0,0,0.00,14.53,7.81,1.46,14.70,62.35,0.00,62.435,0.00,-2.45,0.00,26,0.000
523800,20.33,-1.32,10,0.18,2630,0.00,0.00,0.8405,0.00,1.0000,23.95,24.00,3,2,1,24,0,0,0.00,14.61,7.81,1.46,14.70,61.96,0.00,61.967,0.00,-2.31,0.00,26,0.000
523963,20.33,-1.12,10,0.18,2641,0.00,0.00,0.8007,0.00,1.0000,23.95,24.00,4,2,1,24,0,0,0.00,14.53,7.55,1.44,14.70,61.18,0.00,61.570,0.00,-2.04,0.00,26,0.000
524126,20.33,-0.99,10,0.17,2595,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,4,2,1,24,0,0,0.00,14.55,7.38,1.46,14.70,60.39,0.00,60.579,0.00,-1.92,0.00,26,0.000
524289,20.33,-0.70,10,0.17,2622,0.00,0.00,0.8007,0.00,1.0000,23.95,24.00,4,2,1,24,0,0,0.00,14.52,7.42,1.44,14.70,59.61,0.00,60.095,0.00,-1.63,0.00,26,0.000
524452,20.33,-0.59,10,0.17,2510,0.00,0.00,0.7998,0.00,1.0000,23.95,24.00,4,2,1,24,0,0,0.00,14.52,7.03,1.42,14.70,59.61,0.00,59.557,0.00,-1.64,0.00,26,0.000
524615,20.33,-0.33,10,0.17,2500,0.00,0.00,0.8027,0.00,1.0000,23.95,24.00,4,1,1,24,0,0,0.00,14.52,7.08,1.42,14.70,58.43,0.00,58.228,0.00,-1.31,0.00,26,0.000
524778,20.33,-0.24,10,0.17,2472,0.00,0.00,0.8060,0.00,1.0000,23.95,24.00,4,2,1,24,0,0,0.00,14.55,7.16,1.42,14.70,57.65,0.00,57.681,0.00,-1.11,0.00,26,0.000
524941,20.33,0.06,10,0.17,2398,0.00,0.00,0.7988,0.00,1.0000,23.95,24.00,4,1,1,24,0,0,0.00,14.47,6.83,1.40,14.70,56.86,0.00,57.559,0.00,-0.85,0.00,26,0.000
525104,20.33,0.11,10,0.17,2392,0.00,0.00,0.8037,0.00,1.0000,23.95,24.00,3,1,1,24,0,0,0.00,14.52,6.71,1.40,14.70,56.47,0.00,56.173,0.00,-1.13,0.00,26,0.000
525267,20.33,-1.89,10,0.17,2329,0.00,0.00,0.8007,0.00,1.0000,23.95,24.00,3,1,1,24,0,0,0.00,14.53,6.63,1.40,14.70,55.69,0.00,55.660,0.00,-1.73,0.00,26,0.000
525430,20.33,-2.94,10,0.17,2283,0.00,0.00,0.8305,0.00,1.0000,24.07,24.00,4,1,1,24,0,0,0.00,14.47,6.63,1.40,14.70,53.73,0.00,54.850,0.00,-2.68,0.00,26,0.000
525594,20.33,-3.96,10,0.17,2190,0.00,0.00,0.8027,0.00,1.0000,23.76,23.50,3,1,1,24,0,0,0.00,14.53,6.59,1.38,14.70,52.94,0.00,53.040,0.00,-4.80,0.00,26,0.000
525755,20.33,-5.66,10,0.17,2126,0.00,0.00,0.8017,0.00,1.0000,23.95,24.00,3,1,1,24,0,0,0.00,14.55,6.40,1.38,14.70,51.37,0.00,52.611,0.00,-6.61,0.00,26,0.000
525918,20.33,-6.99,10,0.17,2168,0.00,0.00,0.8080,0.00,1.0000,23.95,24.00,3,1,1,24,0,0,0.00,14.55,6.25,1.36,14.70,50.59,0.00,50.427,0.00,-7.87,0.00,26,0.000
526081,20.33,-7.67,10,0.17,2126,0.00,0.00,0.8027,0.00,1.0000,23.95,24.00,3,1,1,24,0,0,0.00,14.47,6.14,1.36,14.70,49.80,0.00,50.156,0.00,-8.59,0.00,26,0.000
526244,20.33,-8.46,10,0.17,2093,0.00,0.00,0.7998,0.00,1.0000,23.95,24.00,3,1,1,24,0,0,0.00,14.52,6.21,1.36,14.70,49.41,0.00,49.217,0.00,-9.31,0.00,26,0.000
526407,20.33,-9.32,10,0.17,2098,0.00,0.00,0.8017,0.00,1.0000,23.95,24.00,3,1,1,24,0,0,0.00,14.55,6.10,1.36,14.70,48.63,0.00,49.112,0.00,-9.91,0.00,26,0.000
526570,20.33,-9.75,10,0.17,2049,0.00,0.00,0.8037,0.00,1.0000,23.95,24.00,3,1,1,24,0,0,0.00,14.53,6.03,1.36,14.70,48.24,0.00,48.396,0.00,-10.27,0.00,26,0.122
526733,20.33,-9.94,10,0.17,2063,0.00,0.00,0.8017,0.00,1.0000,21.69,24.00,3,1,1,24,0,0,0.00,14.55,5.92,1.34,14.70,47.84,31.76,47.551,2.75,-11.06,0.00,13,0.488
526896,20.33,-9.51,10,0.21,2088,0.00,0.00,0.7998,1.79,1.0000,21.92,21.50,3,1,1,24,0,0,0.00,14.55,9.02,1.50,14.70,47.84,32.55,47.451,20.97,-10.61,4.39,13,0.000
527059,20.33,-8.89,10,0.25,2068,0.00,0.00,0.8080,2.05,1.0000,24.88,23.50,3,1,1,24,0,0,0.00,14.55,9.90,1.52,14.70,47.45,32.55,47.602,8.06,-10.30,6.54,13,0.000
527222,20.33,-8.26,10,0.29,2043,0.00,0.00,0.8080,2.30,1.0000,29.06,26.50,3,1,1,24,0,0,0.00,14.53,10.40,1.58,14.70,47.84,31.37,48.431,63.96,-9.15,12.28,13,0.000
527385,19.06,-4.76,10,0.45,2058,0.00,0.00,0.8060,3.07,1.0000,36.29,34.50,3,1,1,24,0,0,0.00,14.52,26.77,1.86,14.70,47.45,36.47,47.440,155.43,-8.55,17.80,13,0.366
527548,15.62,-2.88,10,0.78,2169,0.00,0.00,0.8230,4.35,1.0000,31.19,36.00,2,1,1,24,0,0,1.50,14.55,34.44,2.28,14.70,48.24,40.78,48.113,189.24,-3.80,23.67,13,-0.366
527711,15.16,-3.74,8,0.85,2104,0.00,0.00,0.8205,5.12,1.0000,30.29,32.00,2,1,1,24,0,0,3.00,14.47,29.40,2.16,14.70,48.63,39.61,48.709,168.52,-4.52,21.22,13,0.000
527874,13.67,-2.88,8,0.84,2143,0.00,0.00,0.8060,4.86,1.0000,30.37,33.00,4,3,1,24,0,0,2.50,14.55,31.11,2.18,14.70,49.80,39.61,49.629,171.58,-3.80,21.84,13,-0.122
528037,14.01,-1.02,8,0.87,2180,0.00,0.00,0.8205,4.86,1.0000,29.17,33.00,7,7,1,24,0,0,2.00,14.55,38.24,2.20,14.70,50.59,44.71,50.430,232.44,-3.53,24.31,14,0.488
528200,15.04,-0.25,8,0.97,2219,0.00,0.00,0.8155,5.12,1.0000,24.61,28.50,11,11,1,24,0,0,3.00,14.47,37.60,2.30,14.70,51.76,45.88,50.819,226.80,-1.30,27.35,14,-0.122
528363,14.24,-0.52,8,0.97,2262,0.00,0.00,0.8230,5.38,1.0000,25.17,27.50,14,14,1,24,0,0,3.00,14.52,35.30,2.28,14.70,52.16,44.31,52.098,197.28,-1.42,25.50,14,-0.244
528525,14.01,-0.16,8,0.94,2246,0.00,0.00,0.8180,5.12,1.0000,27.13,29.00,18,17,1,24,0,0,2.50,14.55,38.37,2.28,14.70,53.33,37.65,52.722,189.77,-1.34,24.28,14,-0.977
528688,13.90,-2.02,8,0.72,2303,0.00,0.00,0.8380,4.35,1.0000,37.82,33.00,20,20,1,24,0,0,2.00,14.55,15.32,1.94,14.70,54.12,36.86,54.540,35.57,-2.16,8.37,14,0.000
528852,12.75,-2.83,8,0.45,2355,0.00,0.00,0.8037,2.82,1.0000,39.49,38.50,21,21,1,24,0,0,0.00,14.53,12.38,1.66,14.70,54.12,37.25,54.074,33.84,-3.26,8.06,14,0.122
529014,13.78,-2.44,8,0.41,2296,0.00,0.00,0.8230,2.30,1.0000,40.04,40.00,18,20,1,24,0,0,0.00,14.61,17.27,1.78,14.70,53.73,37.25,54.098,52.29,-3.36,12.95,14,-0.122
529177,15.73,-1.21,8,0.44,2331,0.00,0.00,0.8380,2.56,1.0000,39.34,40.00,16,18,1,24,0,0,0.00,14.55,22.41,1.80,14.70,53.73,39.61,53.910,112.50,-3.16,14.20,15,0.488
529340,17.80,-1.37,8,0.70,2370,0.00,0.00,0.8230,3.84,1.0000,38.12,37.50,15,16,1,24,0,0,0.00,14.52,32.53,2.24,14.70,53.73,39.22,53.842,138.38,-2.31,18.77,15,-0.244
529503,15.50,-2.14,8,0.69,2290,0.00,0.00,0.8080,4.35,1.0000,37.80,37.50,16,14,1,24,0,0,0.50,14.55,19.32,2.08,14.70,56.08,37.25,56.025,44.24,-1.07,14.77,15,-0.244
529666,13.32,-1.42,8,0.46,2359,0.00,0.00,0.8230,3.33,1.0000,39.75,39.00,18,16,1,24,0,0,0.00,14.55,13.20,1.70,14.70,54.90,38.04,54.486,38.10,-2.35,9.00,15,0.000
529829,12.06,-0.45,8,0.37,2430,0.00,0.00,0.8060,2.56,1.0000,37.92,39.50,18,17,1,24,0,0,0.00,14.53,13.37,1.70,14.70,54.51,38.04,54.677,31.42,-2.57,7.76,15,0.122
529992,13.67,-1.32,8,0.36,2305,0.00,0.00,0.8060,2.30,1.0000,37.26,36.50,17,18,1,24,0,0,0.00,14.53,15.09,1.70,14.70,55.29,38.82,55.467,43.73,-2.05,10.82,15,0.122
530155,15.04,-0.37,8,0.38,2427,0.00,0.00,0.8205,2.56,1.0000,39.82,38.50,15,17,1,24,0,0,0.00,14.52,17.81,1.78,14.70,56.08,38.82,56.299,55.90,-0.91,12.34,15,0.122
530317,15.73,0.12,8,0.46,2398,0.00,0.00,0.8555,2.82,1.0000,39.79,40.00,15,15,1,24,0,0,0.00,14.55,20.08,1.92,14.70,55.69,38.43,55.967,64.26,-1.47,13.26,15,0.000
530480,15.27,0.15,8,0.55,2386,0.00,0.00,0.8037,3.33,1.0000,39.37,39.50,16,14,1,24,0,0,0.00,14.55,27.05,2.02,14.70,56.47,38.82,55.903,107.87,-1.23,15.72,15,0.122
530643,15.04,0.41,8,0.66,2369,0.00,0.00,0.8130,4.10,1.0000,39.13,39.00,16,14,1,24,0,0,0.00,14.52,30.44,2.14,14.70,56.47,39.22,56.524,125.06,-0.75,17.25,15,0.000
530806,14.24,0.48,8,0.72,2437,0.00,0.00,0.8455,4.35,1.0000,38.37,38.50,17,15,1,24,0,0,0.00,14.47,28.23,2.18,14.70,57.25,40.00,56.671,111.95,-1.88,16.92,15,0.000
530969,13.67,0.66,8,0.70,2478,0.00,0.00,0.8060,4.10,1.0000,38.45,39.00,19,16,1,24,0,0,0.00,14.55,29.00,2.14,14.70,57.65,40.78,57.502,111.83,-0.38,16.93,15,-0.244
531132,14.01,0.66,8,0.68,2495,0.00,0.00,0.8105,3.84,1.0000,38.43,38.50,20,18,1,24,0,0,0.00,14.52,30.33,2.10,14.70,58.04,41.57,57.548,124.87,-0.26,16.94,15,0.000
531295,14.70,1.10,8,0.72,2500,0.00,0.00,0.8050,4.10,1.0000,37.54,38.00,20,20,1,24,0,0,0.00,14.53,31.00,2.18,14.70,58.04,48.24,57.963,133.63,-0.16,17.25,35,0.854
531458,15.16,1.60,8,0.83,2542,0.00,0.00,0.8205,4.61,1.0000,34.12,36.00,21,22,1,24,0,0,0.50,14.61,37.09,2.32,14.70,58.43,48.63,58.616,164.60,0.67,21.21,35,-0.122
531621,14.24,1.89,8,0.85,2610,0.00,0.00,0.8080,4.86,1.0000,33.83,35.00,22,24,1,24,0,0,1.50,14.52,35.94,2.30,14.70,59.61,47.06,59.573,161.56,1.33,20.60,35,0.000
531784,14.01,2.55,8,0.84,2588,0.00,0.00,0.8080,4.86,1.0000,34.16,35.50,24,25,1,24,0,0,1.50,14.55,36.06,2.28,14.70,60.00,49.02,59.223,158.52,1.62,20.29,35,0.000
531947,14.24,2.89,8,0.85,2677,0.00,0.00,0.8050,4.61,1.0000,34.05,35.50,24,26,1,24,0,0,1.50,14.52,38.24,2.30,14.70,60.00,50.20,59.846,174.04,1.52,21.52,35,0.000
532110,14.70,3.53,8,0.86,2661,0.00,0.00,0.8180,4.61,1.0000,33.78,35.50,24,26,1,24,0,0,1.50,14.55,38.24,2.32,14.70,61.18,51.37,60.319,174.10,2.52,21.52,35,0.000
532273,14.47,3.66,8,0.87,2630,0.00,0.00,0.8105,4.86,1.0000,33.90,35.50,25,26,1,24,0,0,1.50,14.55,38.87,2.34,14.70,61.18,50.98,60.863,171.07,2.55,21.52,35,-0.244
532437,14.13,4.26,8,0.86,2692,0.00,0.00,0.8155,4.86,1.0000,34.49,36.00,25,25,1,24,0,0,1.50,14.55,39.01,2.32,14.70,61.57,52.16,61.456,174.19,2.61,21.22,35,0.000
532599,14.36,4.18,8,0.86,2724,0.00,0.00,0.8155,4.61,1.0000,34.78,36.00,26,25,1,24,0,0,1.50,14.61,39.42,2.34,14.70,62.35,53.73,62.172,174.27,3.26,20.61,35,0.366
532762,14.81,5.31,8,0.88,2778,0.00,0.00,0.8155,4.86,1.0000,33.20,34.50,25,24,1,24,0,0,1.50,14.61,40.56,2.38,14.70,62.75,53.73,62.899,180.68,4.64,21.83,35,0.122
532925,14.36,5.83,8,0.89,2810,0.00,0.00,0.8037,4.86,1.0000,33.10,35.00,26,23,1,24,0,0,1.50,14.53,41.26,2.38,14.70,63.14,54.51,62.849,183.99,4.89,22.75,35,0.000
533088,14.24,7.50,8,0.91,2879,0.00,0.00,0.8155,4.86,1.0000,31.51,34.50,26,23,1,24,0,0,1.50,14.52,44.14,2.40,14.70,63.53,63.53,63.545,209.37,5.81,25.20,35,-0.122
533251,14.47,7.95,8,0.92,2870,0.00,0.00,0.8130,4.86,1.0000,31.14,32.50,27,23,1,24,0,0,2.00,14.53,41.11,2.42,14.70,63.53,63.53,63.545,212.33,7.03,24.59,35,0.122
533414,14.70,9.45,8,0.94,2916,0.00,0.00,0.8180,5.12,1.0000,29.22,32.00,26,24,1,24,0,0,1.50,14.55,46.61,2.46,14.70,63.53,63.53,63.543,231.27,7.95,26.73,35,0.244
533577,14.24,10.36,8,0.99,2891,0.00,0.00,0.8060,5.38,1.0000,25.27,29.00,26,25,1,24,0,0,2.00,14.53,50.17,2.50,14.70,63.53,63.53,63.543,270.22,9.05,33.78,574,0.122
533740,14.59,10.35,8,1.02,2998,0.00,0.00,0.8180,5.63,1.0000,23.58,26.50,26,26,1,24,0,0,2.50,14.47,51.59,2.52,14.70,63.53,63.53,63.543,278.09,9.25,39.50,574,0.000
533902,14.24,11.47,8,1.03,2960,0.00,0.00,0.8060,5.63,1.0000,23.07,26.00,26,27,1,24,0,0,2.50,14.52,52.07,2.54,14.70,63.53,63.53,63.543,278.09,10.31,40.10,574,0.122
534065,14.47,11.74,8,1.04,3048,0.00,0.00,0.8330,5.63,1.0000,22.56,25.50,25,28,1,24,0,0,2.50,14.53,53.20,2.56,14.70,63.53,63.53,63.543,281.76,10.48,42.20,574,0.000
534228,14.47,12.34,8,1.05,3082,0.00,0.00,0.8205,5.89,1.0000,22.13,25.00,25,27,1,24,0,0,2.50,14.53,54.17,2.58,14.70,63.53,63.53,63.543,281.76,11.64,42.19,574,0.000
534391,14.47,13.43,8,1.05,3168,0.00,0.00,0.8330,5.89,1.0000,21.99,25.00,25,26,1,24,0,0,2.50,14.53,54.65,2.60,14.70,63.53,63.53,63.543,282.81,12.50,42.79,574,0.000
534554,14.47,14.01,8,1.06,3161,0.00,0.00,0.8180,5.89,1.0000,21.43,24.00,24,25,1,24,0,0,2.50,14.55,56.74,2.60,14.70,63.53,63.53,63.543,285.46,12.81,44.29,574,-0.122
534717,14.59,14.51,8,1.07,3221,0.00,0.00,0.8130,5.89,1.0000,21.09,24.00,24,24,1,24,0,0,2.50,14.47,56.90,2.62,14.70,63.53,63.53,63.484,283.77,13.59,43.99,574,0.000
534880,14.47,14.79,8,1.06,3277,0.00,0.00,0.8155,5.89,1.0000,21.34,24.50,24,22,1,24,0,0,2.50,14.53,57.70,2.64,14.70,63.14,63.14,63.186,283.37,13.87,43.39,574,0.000
535043,14.59,15.56,8,1.06,3335,0.00,0.00,0.8130,5.89,1.0000,21.37,24.50,23,22,1,24,0,0,2.50,14.53,58.68,2.66,14.70,63.14,62.75,63.009,284.64,14.11,43.69,574,0.122
535206,14.70,15.66,8,1.08,3442,0.00,0.00,0.8330,6.14,1.0000,20.70,23.50,22,21,1,24,0,0,2.50,14.52,60.96,2.68,14.70,62.75,62.35,62.870,290.17,14.44,46.99,574,0.122
535370,14.70,16.20,8,1.09,3449,0.00,0.00,0.8205,6.14,1.0000,20.01,23.50,22,21,1,24,0,0,3.00,14.52,63.07,2.70,14.70,62.35,61.96,62.429,299.31,14.99,50.88,574,0.610
535532,14.59,16.52,8,1.13,3470,0.00,0.00,0.8255,6.40,1.0000,18.28,22.50,21,20,1,24,0,0,3.50,14.52,66.60,2.74,14.70,62.35,61.96,62.074,307.92,15.80,58.97,574,0.610
535695,14.36,17.21,8,1.17,3573,0.00,0.00,0.8505,6.66,1.0000,17.26,21.00,20,19,1,24,0,0,3.50,14.55,70.18,2.78,14.70,61.96,61.57,61.813,313.64,16.25,67.35,574,0.488
535858,14.01,17.49,8,1.20,3619,0.00,0.00,0.8305,6.66,1.0000,16.35,21.00,19,19,1,24,0,0,4.00,14.53,73.44,2.84,14.70,61.57,61.18,61.721,319.28,16.39,74.84,636,0.977
536021,14.59,17.65,10,1.24,3666,0.00,0.00,0.8205,6.66,1.0000,15.79,20.50,18,18,1,24,0,0,4.00,14.52,76.39,2.88,14.26,61.18,60.78,61.119,324.59,16.73,83.82,675,1.221
536184,13.09,17.66,10,1.27,3765,0.00,0.00,0.8230,7.17,1.0000,15.80,20.50,17,17,1,24,0,0,4.50,14.55,79.71,2.92,13.62,60.78,60.78,60.835,339.08,16.73,94.01,675,2.075
536347,12.06,17.65,10,1.28,3806,0.00,0.00,0.8230,7.68,1.0000,16.03,20.50,17,16,1,24,0,0,4.50,14.53,81.97,2.94,13.05,60.39,60.00,60.506,364.62,16.73,107.79,1106,0.122
536509,12.29,17.67,10,1.30,3955,0.00,0.00,0.8205,7.68,1.0000,16.57,21.50,16,16,1,24,0,0,4.50,14.55,84.01,2.96,12.88,60.39,60.00,60.098,379.63,16.73,118.86,1106,-0.122
536672,12.17,17.65,10,1.32,4024,0.00,0.00,0.8155,7.94,1.0000,16.85,24.50,15,15,1,24,0,0,4.50,14.53,85.13,3.00,12.80,59.61,59.61,59.796,378.92,16.73,119.05,1106,0.000
536836,12.06,17.65,10,1.34,4051,0.00,0.00,0.8255,8.19,1.0000,16.88,24.50,14,14,1,24,0,0,4.50,14.55,90.42,3.02,12.79,59.22,58.82,59.450,378.31,16.73,119.05,1106,0.000
536998,11.94,17.65,10,1.37,4132,0.00,0.00,0.8180,8.19,1.0000,16.21,24.50,14,14,1,24,0,0,4.50,14.61,94.30,3.06,12.72,58.82,58.82,58.955,377.51,16.73,119.05,1106,0.000
537161,12.06,17.67,10,1.41,4174,0.00,0.00,0.8080,8.45,1.0000,15.80,24.00,13,12,1,24,0,0,4.50,14.61,99.43,3.12,12.60,58.43,58.43,58.615,376.61,16.73,119.05,1106,-0.122
537325,11.71,17.67,10,1.46,4289,0.00,0.00,0.8480,8.96,1.0000,15.50,24.00,12,11,1,24,0,0,5.00,14.53,102.78,3.18,12.33,58.04,58.04,58.324,375.73,16.73,119.05,1106,0.000
537487,11.37,17.66,10,1.49,4359,0.00,0.00,0.8280,9.22,1.0000,15.34,23.00,11,10,1,24,0,0,5.00,14.55,107.78,3.20,12.13,57.65,57.65,57.688,374.84,16.73,119.05,1106,0.000
537650,11.14,17.59,10,1.52,4518,0.00,0.00,0.8255,9.47,1.0000,15.16,22.50,10,10,1,24,0,0,5.00,14.47,114.45,3.24,11.97,57.25,56.86,57.512,374.04,16.73,119.05,1106,0.000
537813,11.14,17.56,10,1.54,4574,0.00,0.00,0.8355,9.73,1.0000,14.76,20.00,10,9,1,24,0,0,5.00,14.47,117.14,3.28,11.91,57.25,56.86,57.130,374.92,16.63,119.05,1106,0.000
537976,11.14,17.43,10,1.58,4570,0.00,0.00,0.8180,9.73,1.0000,14.05,19.50,9,9,1,24,0,0,5.00,14.52,122.91,3.30,11.84,56.47,56.47,56.712,375.60,16.50,119.05,1106,0.000
538139,11.14,17.27,10,1.62,4673,0.00,0.00,0.8230,10.24,1.0000,13.21,19.00,8,8,1,24,0,0,5.50,14.52,129.19,3.36,11.78,56.08,55.69,56.213,376.60,16.40,119.05,1106,0.000
538302,11.14,17.21,10,1.67,4828,0.00,0.00,0.8205,10.50,1.0000,12.39,18.00,8,8,1,24,0,0,5.50,14.53,134.62,3.40,11.74,55.69,55.69,55.834,376.84,16.28,119.05,1106,-0.122
538464,11.14,17.17,10,1.73,4913,0.00,0.00,0.8405,11.01,1.0000,12.12,18.00,6,7,1,24,0,0,5.50,14.55,141.08,3.44,11.56,55.69,55.29,55.525,375.21,16.22,119.05,1106,0.000
538627,11.14,16.97,10,1.78,4886,0.00,0.00,0.8255,11.52,1.0000,11.80,17.50,7,7,1,24,0,0,5.50,14.47,149.66,3.52,11.45,54.90,54.90,55.213,373.06,16.08,119.05,1106,-0.122
538790,11.14,16.96,10,1.83,5053,0.00,0.00,0.8230,11.78,1.0000,11.60,17.50,6,6,1,24,0,0,5.50,14.53,154.16,3.56,11.33,54.90,54.51,54.892,370.25,16.07,119.05,1106,0.000
538954,11.14,16.76,10,1.88,5077,0.00,0.00,0.8505,12.29,1.0000,11.47,17.00,5,5,1,24,0,0,5.50,14.53,163.58,3.62,11.33,54.51,54.12,54.305,369.47,15.93,119.05,1106,0.000
539117,11.14,16.68,10,1.95,5164,0.00,0.00,0.8255,12.54,1.0000,11.46,17.00,4,4,1,24,0,0,5.50,14.53,171.81,3.66,11.33,53.73,53.73,53.986,366.47,15.84,119.05,1106,0.000
539280,11.14,16.58,10,2.01,5265,0.00,0.00,0.8155,13.06,1.0000,11.45,17.00,4,3,1,24,0,0,5.50,14.53,181.17,3.72,11.32,53.33,52.94,53.300,360.73,15.67,119.05,1106,0.000
539442,11.14,16.45,10,2.09,5335,0.00,0.00,0.8330,13.57,1.0000,10.84,16.50,4,4,1,24,0,0,5.50,14.47,190.43,3.78,11.28,52.55,52.55,52.830,356.64,15.55,119.05,1106,0.000
539605,11.14,16.32,10,2.18,5498,0.00,0.00,0.8280,13.82,1.0000,10.30,15.50,4,4,1,24,0,0,5.00,14.55,201.76,3.84,11.24,52.55,51.76,52.399,354.39,15.44,119.05,1106,0.000
539768,11.14,16.18,10,2.27,5603,0.00,0.00,0.8405,14.59,1.0000,10.35,15.50,4,3,1,24,0,0,5.00,14.53,214.32,3.92,11.21,51.76,51.37,51.854,346.23,15.25,119.05,1106,0.000
539931,11.14,16.01,10,2.34,5672,0.00,0.00,0.8330,15.10,1.0000,10.63,15.50,4,4,1,24,0,0,5.00,14.61,225.34,3.94,11.17,51.37,50.98,51.304,342.77,15.16,119.05,1106,0.000
540094,11.14,15.92,10,2.39,5833,0.00,0.00,0.8255,15.62,1.0000,11.33,16.50,4,4,1,24,0,0,5.50,14.55,233.70,4.02,11.11,50.59,50.59,50.819,339.92,15.00,119.05,1106,0.000
540257,11.14,15.81,10,2.42,5976,0.00,0.00,0.8255,15.87,1.0000,11.96,17.00,5,4,1,24,0,0,5.50,14.52,242.89,4.06,11.06,50.20,49.41,50.351,336.11,14.94,119.05,1106,0.122
540420,11.14,15.58,10,2.43,6025,0.00,0.00,0.8330,16.13,1.0000,12.04,18.00,5,4,1,24,0,0,5.50,14.47,244.31,4.08,11.02,49.80,49.02,49.544,329.35,14.77,119.05,1106,0.000
540583,11.14,15.44,10,2.45,6215,0.00,0.00,0.8702,16.13,1.0000,12.15,17.50,5,4,1,24,0,0,5.50,14.52,249.70,4.12,10.95,48.63,48.63,49.126,321.11,14.64,119.05,1106,0.000
540746,11.14,15.29,10,2.42,6321,0.00,0.00,0.8505,16.13,1.0000,12.28,17.50,5,4,1,24,0,0,5.50,14.53,252.76,4.14,10.92,48.24,48.24,48.671,299.13,14.42,109.27,1106,-0.122
